uniqueID,surname,allOtherNames,firstName,commonName,earlierOrLaterNames,title,birthDate,birthYear,birthMonth,birthDay,deathDate,deathYear,deathMonth,deathDay,wasEverPrimeMinister,comments,wikipedia,adb
conroypatrick2013,Conroy,Patrick Martin,Patrick,,,,1979-5-10,1979,5,10,,,,,,,,
considinemichael1917,Considine,Michael Patrick,Michael,,,,,1885,,,1959-11-2,1959,11,2,,,,
cookjames1901,Cook,James Newton Haxton Hume,James,,,,1866-9-23,1866,9,23,1942-8-7,1942,8,7,,,,
cookjoseph1901,Cook,Joseph,Joseph,,Later Sir Joseph,,1860-12-7,1860,12,7,1947-7-30,1947,7,30,1,,https://en.wikipedia.org/wiki/Joseph_Cook,
cookrobert1919,Cook,Robert,Robert,,,,1868-4-18,1868,4,18,1930-5-21,1930,5,21,,,,
cookenelson1972,Cooke,Nelson Marshall,Nelson,,,,1938-3-4,1938,3,4,,,,,,,,
cookesamuel1901,Cooke,Samuel Winter,Samuel,,,,1847-3-12,1847,3,12,1929-6-26,1929,6,26,,,,
coonjabez1906,Coon,Jabez,Jabez,,,,,1869,,,1935-4-15,1935,4,15,,,,
copejames1955,Cope,James Francis,James,,,,1907-11-26,1907,11,26,1999-2-3,1999,2,3,,,,
corbettjames1966,Corbett,James,James,,,,1908-7-17,1908,7,17,2005-3-3,2005,3,3,,,,
corboyedwin1918,Corboy,Edwin Wilkie,Edwin,,,,1896-8-24,1896,8,24,1950-8-6,1950,8,6,,,,
corcoranann2000,Corcoran,Ann Kathleen,Ann,,,,1951-9-21,1951,9,21,,,,,,,,
corserbernard1928,Corser,Bernard Henry,Bernard,,,,,1882,,,1967-12-15,1967,12,15,,,,
corseredward1915,Corser,Edward Bernard Cresset,Edward,,,,,1852,,,1928-7-31,1928,7,31,,,,
costadominic1949,Costa,Dominic Eric,Dominic,,,,1900-12-10,1900,12,10,1976-9-23,1976,9,23,,,,
costellopeter1990,Costello,Peter Howard,Peter,,,,1957-8-14,1957,8,14,,,,,,,,
cotterjohn1975,Cotter,John Francis,John,,,,1935-3-21,1935,3,21,,,,,,,,
coultonmark2007,Coulton,Mark Maclean,Mark,,,,1958-2-3,1958,2,3,,,,,,,,
courticebrian1987,Courtice,Brian William,Brian,,,,1950-4-17,1950,4,17,,,,,,,,
courtnayfrank1958,Courtnay,Frank,Frank,,,,1903-6-6,1903,6,6,1980-3-31,1980,3,31,,,,
couttswilfred1954,Coutts,Wilfred Charles,Wilfred,,,,1908-6-10,1908,6,10,1997-11-4,1997,11,4,,,,
cowandavid1980,Cowan,David Bruce,David,,,,1926-1-15,1926,1,15,2011-4-7,2011,4,7,,,,
coxdavid1998,Cox,David Alexander,David,,,,1954-8-1,1954,8,1,,,,,,,,
cramerjohn1949,Cramer,John Oscar,John,,Later Sir John,,1897-2-18,1897,2,18,1994-5-18,1994,5,18,,,,
crawfordmary1987,Crawford,Mary Catherine,Mary,,,,1947-4-12,1947,4,12,,,,,,,,
creanfrank1951,Crean,Frank,Frank,,,,1916-2-28,1916,2,28,2008-12-2,2008,12,2,,,,
creansimon1990,Crean,Simon Findlay,Simon,,,,1949-2-26,1949,2,26,,,,,,,,
cremeanjohn1949,Cremean,John Lawrence,John,,,,1907-1-26,1907,1,26,1982-8-11,1982,8,11,,,,
crewtherchris2016,Crewther,Christopher John,Christopher,Chris,,,1983-8-6,1983,8,6,,,,,,,https://en.wikipedia.org/wiki/Chris_Crewther,
crookanthony2010,Crook,Anthony John,Anthony,,,,1959-6-23,1959,6,23,,,,,,,,
crosiojanice1990,Crosio,Janice Anne,Janice,,,,1939-1-3,1939,1,3,,,,,,,,
crossmanfred1961,Cross,Manfred Douglas,Manfred,,,,1929-8-12,1929,8,12,,,,,,,,
crouchrichard1901,Crouch,Richard Armstrong,Richard,,,,1868-6-19,1868,6,19,1949-4-8,1949,4,8,,,,
cruickshankgeorge1901,Cruickshank,George Alexander,George,,,,,1853,,,1904-4-12,1904,4,12,,,,
culleycharles1928,Culley,Charles Ernest,Charles,,,,1877-4-16,1877,4,16,1949-6-10,1949,6,10,,,,
culpinmillice1903,Culpin,Millice,Millice,,,,1846-12-1,1846,12,1,1941-9-1,1941,9,1,,,,
cunninghambarry1980,Cunningham,Barry Thomas,Barry,,,,1939-10-26,1939,10,26,,,,,,,,
cunninghamlucien1919,Cunningham,Lucien Lawrence,Lucien,,,,,1889,,,1948-3-23,1948,3,23,,,,
curtindaniel1949,Curtin,Daniel James,Daniel,,,,1898-2-4,1898,2,4,1980-2-4,1980,2,4,,,,
curtinjohn1928,Curtin,John Joseph Ambrose,John,,,,1885-1-8,1885,1,8,1945-7-5,1945,7,5,1,,,
cusackjohn1929,Cusack,John Joseph,John,,,,,1867,,,1956-9-8,1956,9,8,,,,
dalyfred1943,Daly,Frederick Michael,Frederick,Fred,,,1912-6-13,1912,6,13,1995-8-2,1995,8,2,,,,
danbymichael1998,Danby,Michael David,Michael,,,,1955-2-16,1955,2,16,,,,,,,,
dankelgeorge1913,Dankel,George,George,,,,1864-3-6,1864,3,6,1926-5-31,1926,5,31,,,,
dargavelsteven1997,Dargavel,Steven John,Steven,,,,1966-6-10,1966,6,10,,,,,,,,
darlingelaine1980,Darling,Elaine Elizabeth,Elaine,,,,1936-6-6,1936,6,6,,,,,,,,
dathyvette2007,D'Ath,Yvette Maree,Yvette,,,,1970-7-26,1970,7,26,,,,,,,,
davidsoncharles1946,Davidson,Charles William,Charles,,,,1897-9-14,1897,9,14,1985-11-29,1985,11,29,,,,
daviesronald1958,Davies,Ronald,Ronald,,,,1919-7-25,1919,7,25,1980-6-5,1980,6,5,,,,
davieswilliam1949,Davies,William,William,,,,,1884,,,1956-2-17,1956,2,17,,,,
davisfrancis1949,Davis,Francis John,Francis,,,,1900-4-13,1900,4,13,1980-2-28,1980,2,28,,,https://en.wikipedia.org/wiki/Frank_Davis_(Australian_politician),
dawkinsjohn1974,Dawkins,John Sydney,John,,,,1947-3-2,1947,3,2,,,,,,,,
deahmmaggie1993,Deahm,Margaret Joan,Margaret,Maggie,,,1938-10-31,1938,10,31,,,,,,,,
deakinalfred1901,Deakin,Alfred,Alfred,,,,1856-8-3,1856,8,3,1919-10-7,1919,10,7,1,,,
deangordon1977,Dean,Arthur Gordon,Arthur,Gordon,,,1942-6-13,1942,6,13,,,,,,,,
deanroger1949,Dean,Roger Levinge,Roger,,,,1913-12-10,1913,12,10,1998-1-7,1998,1,7,,,,
debusrobert2007,Debus,Robert John,Robert,,,,1943-9-16,1943,9,16,,,,,,,,
dedmanjohn1940,Dedman,John Johnstone,John,,,,1896-6-2,1896,6,2,1973-11-22,1973,11,22,,,,
deinadam1931,Dein,Adam Kemball,Adam,,,,,1889,,,1969-5-9,1969,5,9,,,,
dennissamuel1931,Dennis,Samuel,Samuel,,,,1870-3-26,1870,3,26,1945-1-28,1945,1,28,,,,
devineleonard1963,Devine,Leonard Thomas,Leonard,,,,1923-10-14,1923,10,14,2008-5-29,2008,5,29,,,,
dickmilton2016,Dick,Dugald Milton,Dugald,Milton,,,1972-7-21,1972,7,21,,,,,,,,
dobiedon1966,Dobie,James Donald Mathieson,James,Don,,,1927-7-28,1927,7,28,1996-11-25,1996,11,25,,,,
doddpeter1993,Dodd,Peter George,Peter,,,,1953-10-31,1953,10,31,,,,,,,,
dondasnicholas1996,Dondas,Nicholas Manuel,Nicholas,,,,1939-10-26,1939,10,26,,,,,,,,
downeralexander1984,Downer,Alexander John Gosse,Alexander,,,,1951-9-9,1951,9,9,,,,,,,,
downeralexander1949,Downer,Alexander Russell,Alexander,,,,1910-4-7,1910,4,7,1981-3-30,1981,3,30,,,,
doylefrancis1972,Doyle,Francis Edward,Francis,,,,1922-6-17,1922,6,17,1984-3-13,1984,3,13,,,https://en.wikipedia.org/wiki/Frank_Doyle_(politician),
drakefordarthur1934,Drakeford,Arthur Samuel,Arthur,,,,1878-4-26,1878,4,26,1957-6-9,1957,6,9,,,,
drapertrish1996,Draper,Patricia,Patricia,Trish,,,1959-4-2,1959,4,2,,,,,,,,
dreyfusmark2007,Dreyfus,Mark Alfred,Mark,,,,1956-10-3,1956,10,3,,,,,,,,
drumdamian2016,Drum,Damian Kevin,Kevin,,,,1960-7-28,1960,7,28,,,,,,,https://en.wikipedia.org/wiki/Damian_Drum,
drummonddavid1949,Drummond,David Henry,David,,,,1890-2-11,1890,2,11,1965-6-13,1965,6,13,,,,
drummondpeter1972,Drummond,Peter Hertford,Peter,,,,1931-8-21,1931,8,21,2013-12-10,2013,12,10,,,,
druryedward1949,Drury,Edward Nigel,Edward,,,,1911-5-15,1911,5,15,1984-5-17,1984,5,17,,,,
duboisstephen1984,Dubois,Stephen Cairfield,Stephen,,,,1940-2-1,1940,2,1,,,,,,,,
duffymichael1980,Duffy,Michael John,Michael,,,,1938-3-2,1938,3,2,,,,,,,,
duncanpeter1984,Duncan,Peter,Peter,,,,1945-1-1,1945,1,1,,,,,,,,
duncanhughesjohn1922,Duncan-Hughes,John Grant,John,,,,1882-9-1,1882,9,1,1962-8-13,1962,8,13,,,,
duthiegilbert1946,Duthie,Gilbert William Arthur,Gilbert,,,,1912-5-21,1912,5,21,1998-6-13,1998,6,13,,,,
duttonpeter2001,Dutton,Peter Craig,Peter,,,,1970-11-18,1970,11,18,,,,,,,,
eassonmary1993,Easson,Mary Louise,Mary,,,,1955-6-16,1955,6,16,,,,,,,,
edmondswilliam1946,Edmonds,William Frederick,William,,,,1903-10-23,1903,10,23,1968-11-24,1968,11,24,,,,
edwardsgeorge1901,Edwards,George Bertrand,George,,,,1855-1-30,1855,1,30,1911-2-4,1911,2,4,,,,
edwardsgraham1998,Edwards,Graham John,Graham,,,,1946-7-18,1946,7,18,,,,,,,,
edwardsharold1972,Edwards,Harold Raymond,Harold,Harold,,,1927-1-10,1927,1,10,2012-6-26,2012,6,26,,,,
edwardsrichard1901,Edwards,Richard,Richard,,,,,1842,,,1915-10-29,1915,10,29,,,,
edwardsronald1983,Edwards,Ronald Frederick,Ronald,,,,1945-7-2,1945,7,2,,,,,,,,
egginseldred1949,Eggins,Eldred James,Eldred,,,,,1898,,,1952-1-28,1952,1,28,,,,
einfeldsydney1961,Einfeld,Sydney David,Sydney,,,,1909-6-17,1909,6,17,1995-6-16,1995,6,16,,,,
eldridgejohn1929,Eldridge,John Chambers,John,,,,,1872,,,1954-4-17,1954,4,17,,,,
ellicottbob1974,Ellicott,Robert James,Robert,Bob,,,1927-4-15,1927,4,15,,,,,,,,
elliotjustine2004,Elliot,Maria Justine,Maria,Justine,,,1967-7-29,1967,7,29,,,,,,,,
elliottrobert1990,Elliott,Robert Paul,Robert,,,,1954-9-24,1954,9,24,,,,,,,,
ellisannette1996,Ellis,Annette Louise,Annette,,,,1946-10-13,1946,10,13,,,,,,,,
elliskate2004,Ellis,Katherine Margaret,Katherine,Kate,,,1977-9-22,1977,9,22,,,,,,,,
elsonkay1996,Elson,Kay Selma,Kay,,,,1947-1-25,1947,1,25,,,,,,,https://en.wikipedia.org/wiki/Kay_Elson,
emersoncraig1998,Emerson,Craig Anthony,Craig,,,,1954-11-15,1954,11,15,,,,,,,,
enderbykep1970,Enderby,Keppel Earl,Keppel,Kep,,,1926-6-25,1926,6,25,2015-1-7,2015,1,7,,,,
englandjohn1960,England,John Armstrong,John,,,,1911-10-12,1911,10,12,1985-6-18,1985,6,18,,,,
entschwarren1996,Entsch,Warren George,Warren,,,,1950-5-31,1950,5,31,,,,,,,,
erwindudley1955,Erwin,George Dudley,George,Dudley,,,1917-8-20,1917,8,20,1984-10-29,1984,10,29,,,,
evansgareth1996,Evans,Gareth John,Gareth,,,,1944-9-5,1944,9,5,,,,,,,,
evansmartyn1994,Evans,Martyn John,Martyn,,,,1953-11-27,1953,11,27,,,,,,,,
evansrichard1993,Evans,Richard David Conroy,Richard,,,,1953-9-7,1953,9,7,,,,,,,,
evanstrevor2016,Evans,Trevor Mark,Trevor,,,,1981-8-28,1981,8,28,,,,,,,,
evattherbert1940,Evatt,Herbert Vere,Herbert,Herbert,,,1894-4-30,1894,4,30,1965-11-2,1965,11,2,,,,
everinghamdouglas1967,Everingham,Douglas Nixon,Douglas,,,Dr,1923-6-25,1923,6,25,2017-8-24,2017,8,24,,,https://en.wikipedia.org/wiki/Doug_Everingham,
everinghampaul1984,Everingham,Paul Anthony Edward,Paul,,,,1943-2-4,1943,2,4,,,,,,,,
ewertkeith1952,Ewert,Keith Walter Wilson,Keith,,,,1918-4-12,1918,4,12,1989-12-2,1989,12,2,,,,
ewingthomas1901,Ewing,Thomas Thomson,Thomas,,Later Sir Thomas,,1856-10-9,1856,10,9,1920-9-15,1920,9,15,,,,
faddenarthur1936,Fadden,Arthur William,Arthur,Arthur,Later Sir Arthur,,1894-4-13,1894,4,13,1973-4-21,1973,4,21,1,,,
faheyjohn1996,Fahey,John Joseph,John,,,,1945-1-10,1945,1,10,,,,,,,,
faileslaurence1949,Failes,Laurence John,Laurence,,,,1899-10-16,1899,10,16,1976-7-7,1976,7,7,,,,
fairbairndavid1949,Fairbairn,David Eric,David,,,,1917-3-3,1917,3,3,1994-6-1,1994,6,1,,,,
fairbairngeorge1906,Fairbairn,George,George,,,,1855-3-23,1855,3,23,1943-10-23,1943,10,23,,,,
fairbairnjames1933,Fairbairn,James Valentine,James,,,,1897-7-28,1897,7,28,1940-8-13,1940,8,13,,,,
fairhallallen1949,Fairhall,Allen,Allen,,,,1909-11-24,1909,11,24,2006-11-3,2006,11,3,,,,
falconerpeter1975,Falconer,Peter David,Peter,,,,1943-9-23,1943,9,23,,,,,,,,
falinskijason2016,Falinski,Jason George,Jason,,,,1970-8-24,1970,8,24,,,,,,,,
falkindercharles1946,Falkinder,Charles William Jackson,Charles,,,,1921-8-29,1921,8,29,1993-7-11,1993,7,11,,,,
falkinerfranc1913,Falkiner,Franc Brereton Sadleir,Franc,,,,,1867,,,1929-10-30,1929,10,30,,,https://en.wikipedia.org/wiki/Franc_Falkiner,
falsteinmax1940,Falstein,Sydney Max,Sydney,Max,,,1914-5-30,1914,5,30,1967-5-18,1967,5,18,,,https://en.wikipedia.org/wiki/Max_Falstein,
farmerpatrick2001,Farmer,Patrick Francis,Patrick,,,,1962-3-14,1962,3,14,,,,,,,,
fatinwendy1983,Fatin,Wendy Frances,Wendy,,,,1941-4-10,1941,4,10,,,,,,,,
fawcettdavid2004,Fawcett,David Julian,David,,,,1963-10-23,1963,10,23,,,,,,,,
feeneydavid2013,Feeney,David Ian,David,,,,1970-3-5,1970,3,5,,,,,,,https://en.wikipedia.org/wiki/David_Feeney,
fentonjames1910,Fenton,James Edward,James,,,,,1864,,,1950-12-3,1950,12,3,,,,
fergusonlaurie1990,Ferguson,Laurie Donald Thomas,Laurie,,,,1952-7-7,1952,7,7,,,,,,,https://en.wikipedia.org/wiki/Laurie_Ferguson,
fergusonmartin1996,Ferguson,Martin John,Martin,,,,1953-12-12,1953,12,12,,,,,,,,
fergusonmichael2004,Ferguson,Michael Darrel,Michael,,,,1974-3-23,1974,3,23,,,,,,,,
fifewal1975,Fife,Wallace Clyde,Wallace,Wal,,,1929-10-2,1929,10,2,,,,,,,,
filingpaul1990,Filing,Paul Anthony,Paul,,,,1955-12-20,1955,12,20,,,,,,,,
finlaysonwilliam1910,Finlayson,William Fyfe,William,,,,,1867,,,1955-1-15,1955,1,15,,,,
fischertimothy1984,Fischer,Timothy Andrew,Timothy,,,,1946-5-3,1946,5,3,,,,,,,,
fisherandrew1901,Fisher,Andrew,Andrew,,,,1862-8-29,1862,8,29,1928-10-22,1928,10,22,1,,,
fisherpeter1972,Fisher,Peter Stanley,Peter,,,,1936-9-19,1936,9,19,,,,,,,,
fiskenarchibald1934,Fisken,Archibald Clyde Wanliss,Archibald,,,,1897-3-11,1897,3,11,1970-6-20,1970,6,20,,,,
fitzgeraldjoseph1949,Fitzgerald,Joseph Francis,Joseph,,,,1912-2-6,1912,2,6,1985-11-1,1985,11,1,,,,
fitzgibboneric1984,Fitzgibbon,Eric John,Eric,,,,1936-8-27,1936,8,27,2015-1-24,2015,1,24,,,,
fitzgibbonjoel1996,Fitzgibbon,Joel Andrew,Joel,,,,1962-1-16,1962,1,16,,,,,,,,
fitzpatrickjohn1969,FitzPatrick,John,John,,,,1915-4-24,1915,4,24,1997-7-28,1997,7,28,,,,
flemingwilliam1913,Fleming,William Montgomerie,William,,,,1874-5-19,1874,5,19,1961-7-30,1961,7,30,,,,
fletcherpaul2009,Fletcher,Paul William,Paul,,,,1965-1-16,1965,1,16,,,,,,,,
flintnicolle2016,Flint,Nicolle Jane,Nicolle,,,,1978-7-15,1978,7,15,,,,,,,,
foleygeorge1920,Foley,George James,George,,,,,1873,,,1945-10-27,1945,10,27,,,,
forbesalexander1956,Forbes,Alexander James,Alexander,,,,1923-12-16,1923,12,16,,,,,,,,
fordfrank1990,Ford,Frank Allen,Frank,,,,1936-8-10,1936,8,10,,,,,,,,
fordefrancis1922,Forde,Francis Michael,Francis,Frank,,,1890-7-18,1890,7,18,1983-1-28,1983,1,28,1,,https://en.wikipedia.org/wiki/Frank_Forde,
forrestjohn1901,Forrest,John,John,,Later Lord Forrest,Sir,1847-8-22,1847,8,22,1918-9-2,1918,9,2,,,,
forrestjohn1993,Forrest,John Alexander,John,,,,1949-8-24,1949,8,24,,,,,,,,
fosterfrancis1906,Foster,Francis James,Francis,,,,,1872,,,1948-9-9,1948,9,9,,,,
fosternorman1969,Foster,Norman Kenneth,Norman,,,,1921-3-12,1921,3,12,2006-11-19,2006,11,19,,,,
fosterrichard1909,Foster,Richard Witty,Richard,,,,1856-8-20,1856,8,20,1932-1-5,1932,1,5,,,,
fowlerjames1901,Fowler,James Mackinnon,James,,,,1865-6-20,1865,6,20,1940-11-3,1940,11,3,,,,
foxedmund1955,Fox,Edmund Maxwell Cameron,Edmund,,,,1912-4-27,1912,4,27,1988-11-27,1988,11,27,,,,
foxtonjustin1906,Foxton,Justin Fox Greenlaw,Justin,,,,1849-9-24,1849,9,24,1916-6-23,1916,6,23,,,,
francisfrederick1919,Francis,Frederick Henry,Frederick,,,,,1881,,,1949-8-15,1949,8,15,,,,
francisgrosvenor1925,Francis,Grosvenor Arundell,Grosvenor,,,,1873-8-14,1873,8,14,1944-11-30,1944,11,30,,,,
francisjosiah1922,Francis,Josiah,Josiah,,,,1890-3-28,1890,3,28,1964-2-22,1964,2,22,,,,
fraserallan1943,Fraser,Allan Duncan,Allan,,,,1902-9-18,1902,9,18,1977-12-12,1977,12,12,,,,
fraserjim1951,Fraser,James Reay,James,Jim,,,1908-2-8,1908,2,8,1970-4-1,1970,4,1,,,,
frasermalcolm1955,Fraser,John Malcolm,John,Malcolm,,,1930-5-21,1930,5,21,,,,,1,,,
frazercharles1903,Frazer,Charles Edward,Charles,,,,1880-1-2,1880,1,2,1913-11-25,1913,11,25,,,,
freeross1980,Free,Ross Vincent,Ross,,,,1943-3-7,1943,3,7,,,,,,,,
freelandermichael2016,Freelander,Michael Randolph,Michael,,,,1953-4-23,1953,4,23,,,,,,,,
freethgordon1949,Freeth,Gordon,Gordon,,,,1914-8-6,1914,8,6,2001-11-27,2001,11,27,,,,
frostcharles1929,Frost,Charles William,Charles,,,,,1881,,,1964-7-22,1964,7,22,,,,
fryken1974,Fry,Kenneth Lionel,Kenneth,Ken,,,1920-11-8,1920,11,8,2007-10-10,2007,10,10,,,,
frydenbergjoshua2010,Frydenberg,Joshua Anthony,Joshua,,,,1971-7-17,1971,7,17,,,,,,,,
fullerarthur1943,Fuller,Arthur Neiberding,Arthur,,,,1893-10-24,1893,10,24,1987-3-21,1987,3,21,,,,
fullergeorge1901,Fuller,George Warburton,George,,,,1861-1-22,1861,1,22,1940-7-22,1940,7,22,,,,
fultonwilliam1958,Fulton,William John,William,,,,1909-6-18,1909,6,18,1988-11-15,1988,11,15,,,,
fyshphilip1901,Fysh,Philip Oakley,Philip,,,Sir,1835-3-1,1835,3,1,1919-12-20,1919,12,20,,,,
gabbjoel1919,Gabb,Joel Moses,Joel,,,,,1882,,,1951-3-6,1951,3,6,,,,
gahajohn1943,Gaha,John Francis,John,,,,1894-4-14,1894,4,14,1966-3-18,1966,3,18,,,,
galluschristine1990,Gallus,Christine Ann,Christine,,,,1943-4-6,1943,4,6,,,,,,,,
galvinpatrick1951,Galvin,Patrick,Patrick,,,,1911-3-30,1911,3,30,1980-9-24,1980,9,24,,,,
gambaroteresa1996,Gambaro,Teresa,Teresa,,,,1958-11-29,1958,11,29,,,,,,,,
ganderjoseph1931,Gander,Joseph Herbert,Joseph,,,,,1888,,,1954-11-22,1954,11,22,,,,
gardenjohn1934,Garden,John Smith,John,,,,1882-8-13,1882,8,13,1969-1-1,1969,1,1,,,,
gardnersydney1922,Gardner,Sydney Lane,Sydney,,,,1884-6-9,1884,6,9,1965-6-23,1965,6,23,,,,
garlandransley1969,Garland,Ransley Victor,Ransley,,Sir Ransley,,1934-5-5,1934,5,5,,,,,,,https://en.wikipedia.org/wiki/Victor_Garland,
garrettpeter2004,Garrett,Peter Robert,Peter,,,,1953-4-16,1953,4,16,,,,,,,,
garrickhorace1969,Garrick,Horace James,Horace,,,,1918-8-26,1918,8,26,1982-4-6,1982,4,6,,,,
gashjoanna1996,Gash,Joanna,Joanna,,,,1944-7-21,1944,7,21,,,,,,,,
gaylerjohn1983,Gayler,John,John,,,,1943-4-14,1943,4,14,,,,,,,,
geargeorge1983,Gear,George,George,,,,1947-3-8,1947,3,8,,,,,,,,
geeandrew2016,Gee,Andrew Robert,Andrew,,,,1968-9-13,1968,9,13,,,,,,,,
gellibrandjohn1925,Gellibrand,John,John,,,Sir,1872-12-5,1872,12,5,1945-6-3,1945,6,3,,,,
georganassteven2004,Georganas,Steven,Steven,,,,1959-6-13,1959,6,13,,,,,,,,
georgejennie2001,George,Jennie,Jennie,,,,1947-8-20,1947,8,20,,,,,,,,
georgioupetro1994,Georgiou,Petro,Petro,,,,1947-11-30,1947,11,30,,,,,,,,
gerickjane1998,Gerick,Jane Frances,Jane,,,,1963-4-23,1963,4,23,2003-12-25,2003,12,25,,,,
gibbjames1903,Gibb,James,James,,,,1843-6-30,1843,6,30,1919-2-22,1919,2,22,,,,
gibbonsgeorge1929,Gibbons,George Albert,George,,,,,1887,,,1954-8-11,1954,8,11,,,,
gibbonsstephen1998,Gibbons,Stephen William,Stephen,,,,1949-9-11,1949,9,11,,,,,,,,
gibbswylie1963,Gibbs,Wylie Talbot,Wylie,,,Dr,1922-7-26,1922,7,26,,,,,,,,
gibsonadrian1964,Gibson,Adrian,Adrian,,,,1935-11-3,1935,11,3,2015-4-30,2015,4,30,,,,
gibsongarrie1990,Gibson,Garrie David,Garrie,,,,1954-10-17,1954,10,17,,,,,,,,
gibsonwilliam1918,Gibson,William Gerrand,William,,,,1869-5-20,1869,5,20,1955-5-22,1955,5,22,,,,
gilesandrew2013,Giles,Andrew James,Andrew,,,,1973-7-31,1973,7,31,,,,,,,,
gilesgeoffrey1964,Giles,Geoffrey O'Halloran,Geoffrey,,,,1923-6-27,1923,6,27,1990-12-18,1990,12,18,,,,
gillardjulia1998,Gillard,Julia Eileen,Julia,,,,1961-9-29,1961,9,29,,,,,1,,,
gillardreginald1975,Gillard,Reginald,Reginald,,,,1920-3-13,1920,3,13,2001-8-16,2001,8,16,,,,
gillespiedavid2013,Gillespie,David Arthur,David,,,,1957-12-20,1957,12,20,,,,,,,,
gilmorethomas1949,Gilmore,Thomas Vernon,Thomas,,,,1908-5-7,1908,5,7,1994-11-15,1994,11,15,,,,
glynnpatrick1901,Glynn,Patrick McMahon,Patrick,,,,1855-8-25,1855,8,25,1931-10-28,1931,10,28,,,,
goodenoughian2013,Goodenough,Ian Reginald,Ian,,,,1975-7-3,1975,7,3,,,,,,,,
goodluckbruce1975,Goodluck,Bruce John,Bruce,,,,1933-5-14,1933,5,14,2016-10-24,2016,10,24,,,,
gordondavid1911,Gordon,David John,David,,,,1865-5-4,1865,5,4,1946-2-12,1946,2,12,,,,
gormanpatrick2018,Gorman,Patrick,Patrick,,,,1984-12-12,1984,12,12,,,,,,,https://en.wikipedia.org/wiki/Patrick_Gorman_(politician),
gormanrussell1983,Gorman,Russell Neville Joseph,Russell,,,,1926-7-20,1926,7,20,2017-1-3,2017,1,3,,,,
gortonjohn1968,Gorton,John Grey,John,,,,1911-9-9,1911,9,9,2002-5-19,2002,5,19,1,,,
goslingluke2016,Gosling,Luke John Anthony,Luke,,,,1971-9-17,1971,9,17,,,,,,,https://en.wikipedia.org/wiki/Luke_Gosling,
graceedward1984,Grace,Edward Laurence,Edward,,,,1931-3-13,1931,3,13,,,,,,,,
graceelizabeth1996,Grace,Elizabeth Jane,Elizabeth,,,,1940-5-27,1940,5,27,,,,,,,,
grahambruce1949,Graham,Bruce William,Bruce,,,,1919-8-22,1919,8,22,1995-2-18,1995,2,18,,,,
grassbyal1969,Grassby,Albert Jaime,Albert,Al,,,1926-7-12,1926,7,12,2005-4-23,2005,4,23,,,,
graygary2007,Gray,Gary,Gary,,,,1958-4-30,1958,4,30,,,,,,,,
graygeorge1961,Gray,George Henry,George,,,,1908-10-2,1908,10,2,1967-8-2,1967,8,2,,,,
graydenwilliam1949,Grayden,William Leonard,William,,,,1920-8-5,1920,8,5,,,,,,,https://en.wikipedia.org/wiki/Bill_Grayden,
greenalbert1922,Green,Albert Ernest,Albert,,,,1869-12-21,1869,12,21,1940-10-2,1940,10,2,,,,
greenroland1922,Green,Roland Frederick Herbert,Roland,,,,1885-10-29,1885,10,29,1947-4-27,1947,4,27,,,,
greenuparthur1953,Greenup,Arthur Edward,Arthur,,,,,1915,,,1980-8-3,1980,8,3,,,,
gregoryhenry1913,Gregory,Henry,Henry,,,,1860-3-15,1860,3,15,1940-11-15,1940,11,15,,,,
griersonsharon2001,Grierson,Sharon Joy,Sharon,,,,1951-5-4,1951,5,4,,,,,,,,
griffinalan1993,Griffin,Alan Peter,Alan,,,,1960-2-23,1960,2,23,,,,,,,,
griffithsalan1983,Griffiths,Alan Gordon,Alan,,,,1952-9-4,1952,9,4,,,,,,,,
griffithscharles1949,Griffiths,Charles Edward,Charles,,,,1903-6-26,1903,6,26,1982-5-17,1982,5,17,,,,
griggsnatasha2010,Griggs,Natasha Louise,Natasha,,,,1969-1-24,1969,1,24,,,,,,,,
groomarthur1901,Groom,Arthur Champion,Arthur,,,,1852-11-26,1852,11,26,1922-3-22,1922,3,22,,,,
groomlittleton1901,Groom,Littleton Ernest,Littleton,,Later Sir Littleton,,1867-4-22,1867,4,22,1936-11-6,1936,11,6,,,,
groomray1975,Groom,Raymond John,Raymond,Ray,,,1944-9-3,1944,9,3,,,,,,,,
groomwilliam1901,Groom,William Henry,William,,,,1833-3-9,1833,3,9,1901-8-8,1901,8,8,,,,
gulletthenry1946,Gullett,Henry Baynton Somer,Henry,,,,1914-12-16,1914,12,16,1999-8-24,1999,8,24,,,,
gulletthenry1925,Gullett,Henry Somer,Henry,,Later Sir Henry,,1878-3-26,1878,3,26,1940-8-13,1940,8,13,,,,
gunrichard1969,Gun,Richard Townsend,Richard,,,,1936-5-27,1936,5,27,,,,,,,,
guyjames1929,Guy,James Allan,James,,,,1890-11-30,1890,11,30,1979-12-16,1979,12,16,,,,
haasebarry1998,Haase,Barry Wayne,Barry,,,,1945-11-19,1945,11,19,,,,,,,,
hadleyjames1943,Hadley,James William,James,,,,,1893,,,1971-7-16,1971,7,16,,,,
halberthugh1958,Halbert,Hugh Victor,Hugh,,,,1910-1-17,1910,1,17,1997-1-31,1997,1,31,,,,
haledamian2007,Hale,Damian Francis,Damian,,,,1969-12-28,1969,12,28,,,,,,,,
halldavid1906,Hall,David Robert,David,,,,1874-3-5,1874,3,5,1945-9-6,1945,9,6,,,,
