uniqueID,DELETE_surname,DELETE_otherNames,DELETE_title,DELETE_commonName,DELETE_earlierOrLaterNames,DELETE_division,DELETE_state,DELETE_dateOfElection,DELETE_party_ORIGINAL_REMOVE,party,partyFrom,partyTo,comment
chamberscyril1943,Chambers,Cyril,,,,Adelaide,SA,21.8.1943,ALP,ALP,21.8.1943,14.10.1958,
championnicholas2007,Champion,Nicholas David,,,,Wakefield,SA,24.11.2007,ALP,ALP,24.11.2007,,
chaneyfred1955,Chaney,Frederick Charles,,Fred,,Perth,WA,10.12.1955,LIB,LIB,10.12.1955,25.10.1969,
chaneyfrederick1990,Chaney,Frederick Michael,,,,Pearce,WA,24.3.1990,LIB,LIB,24.3.1990,8.2.1993,
chanterjohn1901,Chanter,John Moore,,,,Riverina,NSW,29.3.1901,PROT,PROT,29.3.1901,1.1.1910,
,,,,,,,,,ALP from 1910,ALP ,1.1.1910,17.2.1917,
,,,,,,Riverina,NSW,5.9.1914,NAT from 1917,NAT ,17.2.1917,1.1.1919,
,,,,,,,,,NAT & FARMERS from 1919,NAT & FARMERS,1.1.1919,16.12.1922,
chapmanaustin1901,Chapman,Austin,,,Later Sir Austin,Eden-Monaro,NSW,29.3.1901,PROT,PROT,29.3.1901,1.1.1910,
,,,,,,,,,LIB from 1910,LIB ,1.1.1910,17.2.1917,
,,,,,,,,,NAT from 1917,NAT ,17.2.1917,12.1.1926,
chapmangrant1975,Chapman,Hedley Grant Pearson,,Grant,,Kingston,SA,13.12.1975,LIB,LIB,13.12.1975,5.3.1983,
charlesdavid1980,Charles,David Ernest,,,,Isaacs,VIC,18.10.1980,ALP,ALP,18.10.1980,19.2.1990,
charlesrobert1990,Charles,Robert Edwin,,,,La Trobe,VIC,24.3.1990,LIB,LIB,24.3.1990,31.8.2004,
charlesworthrichard1983,Charlesworth,Richard Ian,,,,Perth,WA,5.3.1983,ALP,ALP,5.3.1983,8.2.1993,
charltonmatthew1910,Charlton,Matthew,,,,Hunter,NSW,13.4.1910,ALP,ALP,13.4.1910,9.10.1928,
cheesemandarren2007,Cheeseman,Darren Leicester,,,,Corangamite,VIC,24.11.2007,ALP,ALP,24.11.2007,7.9.2013,
chesterdarren2008,Chester,Darren Jeffrey,,,,Gippsland,VIC,28.6.2008,NP,NP,28.6.2008,,
chesterslisa2013,Chesters,Lisa Marie,,,,Bendigo,VIC,7.9.2013,ALP,ALP,7.9.2013,,
chifleyben1928,Chifley,Joseph Benedict,,Ben,,Macquarie,NSW,17.11.1928,ALP,ALP,17.11.1928,13.6.1951,
childjoan1974,Child,Gloria Joan Liles,,Joan,,Henty,VIC,18.5.1974,ALP,ALP,18.5.1974,19.2.1990,
chippdon1960,Chipp,Donald Leslie,,Don,,Higinbotham,VIC,10.12.1960,LIB,LIB,10.12.1960,1.3.1977,
,,,,,,,,,IND from March 1977,IND,1.3.1977,1.5.1977,
,,,,,,,,,AD from May 1977,AD ,1.5.1977,10.11.1977,
chresbyarthur1958,Chresby,Arthur Albert,,,,Griffith,QLD,22.11.1958,LIB,LIB,22.11.1958,9.12.1961,
christensengeorge2010,Christensen,George Robert,,,,Dawson,QLD,21.8.2010,NP,NP,21.8.2010,,
chynowethrobert1983,Chynoweth,Robert Leslie,,,,Flinders,VIC,5.3.1983,ALP,ALP,5.3.1983,2.3.1996,
ciobosteven2001,Ciobo,Steven Michele,,,,Moncrieff,QLD,10.11.2001,LIB,LIB,10.11.2001,,
clarejason2007,Clare,Jason Dean,,,,Blaxland,NSW,24.11.2007,ALP,ALP,24.11.2007,,
clareypercy1949,Clarey,Percy James,,,,Bendigo,VIC,10.12.1949,ALP,ALP,10.12.1949,17.5.1960,
clarkjoseph1934,Clark,Joseph James,,,,Darling,NSW,15.9.1934,LANG LAB,LANG LAB,15.9.1934,1.1.1936,
,,,,,,,,,ALP from 1936,ALP ,1.1.1936,29.9.1969,
clarkefrancis1901,Clarke,Francis,,,,Cowper,NSW,29.3.1901,PROT,PROT,29.3.1901,16.12.1903,
clasbyjohn1931,Clasby,John Joseph,,,,East Sydney,NSW,19.12.1931,UAP,UAP,19.12.1931,15.1.1932,
claylionel1958,Clay,Lionel Daniel,,,,St George,NSW,22.11.1958,ALP,ALP,22.11.1958,30.11.1963,
claydonsharon2013,Claydon,Sharon Catherine,,,,Newcastle,NSW,7.9.2013,ALP,ALP,7.9.2013,,
claytongareth1974,Clayton,Gareth,,,,Isaacs,VIC,18.5.1974,ALP,ALP,18.5.1974,13.12.1975,
clearyphilip1992,Cleary,Philip Ronald,,,,Wills,VIC,11.4.1992,IND,IND,11.4.1992,2.3.1996,
cleaverrichard1955,Cleaver,Richard,,,,Swan,WA,10.12.1955,LIB,LIB,10.12.1955,25.10.1969,
cleelandpeter1984,Cleeland,Peter Robert,,,,McEwen,VIC,1.12.1984,ALP,ALP,1.12.1984,2.3.1996,
coatesjohn1972,Coates,John,,,,Denison,TAS,2.12.1972,ALP,ALP,2.12.1972,13.12.1975,
cobbjohn2001,Cobb,John Kenneth,,,,Parkes,NSW,10.11.2001,NPA,NPA,10.11.2001,1.10.2003,
,,,,,,,,,NP from Oct. 2003,NP ,1.10.2003,9.5.2016,
cobbmichael1984,Cobb,Michael Roy,,,,Parkes,NSW,1.12.1984,NPA,NPA,1.12.1984,31.8.1998,
cocklejohn1961,Cockle,John Simon,,,,Warringah,NSW,9.12.1961,LIB,LIB,9.12.1961,3.8.1966,
cohenbarry1969,Cohen,Barry,,,,Robertson,NSW,25.10.1969,ALP,ALP,25.10.1969,19.2.1990,
colemandavid2013,Coleman,David Bernard,,,,Banks,NSW,7.9.2013,LIB,LIB,7.9.2013,,
colemanpercy1922,Coleman,Percy Edmund,,,,Reid,NSW,16.12.1922,ALP,ALP,16.12.1922,19.12.1931,
colemanwilliam1981,Coleman,William Peter,,,,Wentworth,NSW,11.4.1981,LIB,LIB,11.4.1981,5.6.1987,
colesarthur1940,Coles,Arthur William,,,,Henty,VIC,21.9.1940,IND,IND,21.9.1940,11.2.1946,
collardfrederick1961,Collard,Frederick Walter,,,,Kalgoorlie,WA,9.12.1961,ALP,ALP,9.12.1961,13.12.1975,
collinsjulie2007,Collins,Julie Maree,,,,Franklin,TAS,24.11.2007,ALP,ALP,24.11.2007,,
collinsmaurice1928,Collins,Maurice,,,,Wakefield,SA,17.11.1928,CP,CP,17.11.1928,12.10.1929,
collinsthomas1931,Collins,Thomas Joseph,,,,Hume,NSW,19.12.1931,CP,CP,19.12.1931,21.8.1943,
comberjack1961,Comber,Jack,,,,Bowman,QLD,9.12.1961,ALP,ALP,9.12.1961,30.11.1963,
combetgregory2007,Combet,Gregory Ivan,,,,Charlton,NSW,24.11.2007,ALP,ALP,24.11.2007,5.8.2013,
conelanwilliam1939,Conelan,William Patrick,,,,Griffith,QLD,20.5.1939,ALP,ALP,20.5.1939,10.12.1949,
connollydavid1974,Connolly,David Miles,,,,Bradfield,NSW,18.5.1974,LIB,LIB,18.5.1974,29.1.1996,
connorrex1963,Connor,Reginald Francis Xavier,,Rex,,Cunningham,NSW,30.11.1963,ALP,ALP,30.11.1963,22.8.1977,
conquestbryan1984,Conquest,Bryan Joseph,,,,Hinkler,QLD,1.12.1984,NPA,NPA,1.12.1984,11.7.1987,
conroyalfred1901,Conroy,Alfred Hugh Beresford,,,,Werriwa,NSW,29.3.1901,FT,FT,29.3.1901,12.12.1906,
,,,,,,Werriwa,NSW,31.5.1913,LIB,LIB,31.5.1913,5.9.1914,
conroypatrick2013,Conroy,Patrick Martin,,,,Charlton,NSW,7.9.2013,ALP,ALP,7.9.2013,,
considinemichael1917,Considine,Michael Patrick,,,,Barrier,NSW,5.5.1917,ALP,ALP,5.5.1917,1.1.1920,
,,,,,,,,,IND LAB from 1920,IND LAB ,1.1.1920,16.12.1922,
cookjames1901,Cook,James Newton Haxton Hume,,,,Bourke,VIC,29.3.1901,PROT,PROT,29.3.1901,13.4.1910,
cookjoseph1901,Cook,Joseph,,,Later Sir Joseph,Parramatta,NSW,29.3.1901,FT,FT,29.3.1901,31.12.1905,
,,,,,,,,,ANTI-SOC from 1906,ANTI-SOC ,1.1.1906,31.12.1909,Name change
,,,,,,,,,LIB from 1910,LIB ,1.1.1910,17.2.1917,
,,,,,,,,,NAT from 1917,NAT ,17.2.1917,11.11.1921,
cookrobert1919,Cook,Robert,,,,Indi,VIC,13.12.1919,VFU,VFU,13.12.1919,1.1.1920,
,,,,,,,,,CP from 1920,CP ,1.1.1920,9.10.1928,
cookenelson1972,Cooke,Nelson Marshall,,,,Petrie,QLD,2.12.1972,LIB,LIB,2.12.1972,11.4.1974,
cookesamuel1901,Cooke,Samuel Winter,,,,Wannon,VIC,29.3.1901,FT,FT,29.3.1901,23.11.1903,
coonjabez1906,Coon,Jabez,,,,Batman,VIC,12.12.1906,PROT,PROT,12.12.1906,13.4.1910,
copejames1955,Cope,James Francis,,,,Cook,NSW,21.5.1955,ALP,ALP,21.5.1955,11.11.1975,
corbettjames1966,Corbett,James,,,,Maranoa,QLD,26.11.1966,CP,CP,26.11.1966,30.4.1975,
,,,,,,,,,NCP from May 1975,NCP ,1.5.1975,19.9.1980,
corboyedwin1918,Corboy,Edwin Wilkie,,,,Swan,WA,26.10.1918,ALP,ALP,26.10.1918,13.12.1919,
corcoranann2000,Corcoran,Ann Kathleen,,,,Isaacs,VIC,12.8.2000,ALP,ALP,12.8.2000,17.10.2007,
corserbernard1928,Corser,Bernard Henry,,,,Wide Bay,QLD,3.9.1928,CP,CP,3.9.1928,21.4.1954,
corseredward1915,Corser,Edward Bernard Cresset,,,,Wide Bay,QLD,11.12.1915,LIB,LIB,11.12.1915,17.2.1917,
,,,,,,,,,NAT from 1917,NAT ,17.2.1917,31.7.1928,
costadominic1949,Costa,Dominic Eric,,,,Banks,NSW,10.12.1949,ALP,ALP,10.12.1949,29.9.1969,
costellopeter1990,Costello,Peter Howard,,,,Higgins,VIC,24.3.1990,LIB,LIB,24.3.1990,19.10.2009,
cotterjohn1975,Cotter,John Francis,,,,Kalgoorlie,WA,13.12.1975,LIB,LIB,13.12.1975,18.10.1980,
coultonmark2007,Coulton,Mark Maclean,,,,Parkes,NSW,24.11.2007,NP,NP,24.11.2007,,
courticebrian1987,Courtice,Brian William,,,,Hinkler,QLD,11.7.1987,ALP,ALP,11.7.1987,13.3.1993,
courtnayfrank1958,Courtnay,Frank,,,,Darebin,VIC,22.11.1958,ALP,ALP,22.11.1958,29.9.1969,
couttswilfred1954,Coutts,Wilfred Charles,,,,Griffith,QLD,29.5.1954,ALP,ALP,29.5.1954,26.11.1966,
cowandavid1980,Cowan,David Bruce,,,,Lyne,NSW,18.10.1980,NCP,NCP,18.10.1980,1.10.1982,
,,,,,,,,,NPA from Oct. 1982,NPA ,1.10.1982,8.2.1993,
coxdavid1998,Cox,David Alexander,,,,Kingston,SA,3.10.1998,ALP,ALP,3.10.1998,9.10.2004,
cramerjohn1949,Cramer,John Oscar,,,Later Sir John,Bennelong,NSW,10.12.1949,LIB,LIB,10.12.1949,11.4.1974,
crawfordmary1987,Crawford,Mary Catherine,,,,Forde,QLD,11.7.1987,ALP,ALP,11.7.1987,2.3.1996,
creanfrank1951,Crean,Frank,,,,Melbourne Ports,VIC,28.4.1951,ALP,ALP,28.4.1951,10.11.1977,
creansimon1990,Crean,Simon Findlay,,,,Hotham,VIC,24.3.1990,ALP,ALP,24.3.1990,5.8.2013,
cremeanjohn1949,Cremean,John Lawrence,,,,Hoddle,VIC,10.12.1949,ALP,ALP,10.12.1949,1.4.1955,
,,,,,,,,,ALP (A-C) from April 1955,ALP (A-C) ,1.4.1955,10.12.1955,
crewtherchris2016,Crewther,Christopher John,,Chris,,Dunkley,VIC,2.7.2016,LIB,LIB,2.7.2016,,
crookanthony2010,Crook,Anthony John,,,,O'Connor,WA,21.8.2010,NATS WA,NATS WA,21.8.2010,5.8.2013,
crosiojanice1990,Crosio,Janice Anne,,,,Prospect,NSW,24.3.1990,ALP,ALP,24.3.1990,31.8.2004,
crossmanfred1961,Cross,Manfred Douglas,,,,Brisbane,QLD,9.12.1961,ALP,ALP,9.12.1961,19.2.1990,
crouchrichard1901,Crouch,Richard Armstrong,,,,Corio,VIC,29.3.1901,PROT,PROT,29.3.1901,13.4.1910,
,,,,,,Corangamite,VIC,12.10.1929,ALP,ALP,12.10.1929,19.12.1931,
cruickshankgeorge1901,Cruickshank,George Alexander,,,,Gwydir,NSW,29.3.1901,PROT,PROT,29.3.1901,23.11.1903,
culleycharles1928,Culley,Charles Ernest,,,,Denison,TAS,17.11.1928,ALP,ALP,17.11.1928,19.12.1931,
culpinmillice1903,Culpin,Millice,,,,Brisbane,QLD,16.12.1903,ALP,ALP,16.12.1903,12.12.1906,
cunninghambarry1980,Cunningham,Barry Thomas,,,,McMillan,VIC,18.10.1980,ALP,ALP,18.10.1980,2.3.1996,
cunninghamlucien1919,Cunningham,Lucien Lawrence,,,,Gwydir,NSW,13.12.1919,ALP,ALP,13.12.1919,19.12.1931,
curtindaniel1949,Curtin,Daniel James,,,,Watson,NSW,10.12.1949,ALP,ALP,10.12.1949,29.9.1969,
curtinjohn1928,Curtin,John Joseph Ambrose,,,,Fremantle,WA,17.11.1928,ALP,ALP,17.11.1928,19.12.1931,
,,,,,,Fremantle,WA,15.9.1934,FLP,FLP,15.9.1934,1.1.1936,
,,,,,,,,,ALP from 1936,ALP ,1.1.1936,5.7.1945,
cusackjohn1929,Cusack,John Joseph,,,,Eden-Monaro,NSW,12.10.1929,ALP,ALP,12.10.1929,19.12.1931,
dalyfred1943,Daly,Frederick Michael,,Fred,,Martin,NSW,21.8.1943,ALP,ALP,21.8.1943,11.11.1975,
danbymichael1998,Danby,Michael David,,,,Melbourne Ports,VIC,3.10.1998,ALP,ALP,3.10.1998,,
dankelgeorge1913,Dankel,George,,,,Boothby,SA,31.5.1913,ALP,ALP,31.5.1913,17.2.1917,
,,,,,,,,,NAT from 1917,NAT ,17.2.1917,26.3.1917,
dargavelsteven1997,Dargavel,Steven John,,,,Fraser,ACT,1.2.1997,ALP,ALP,1.2.1997,31.8.1998,
darlingelaine1980,Darling,Elaine Elizabeth,,,,Lilley,QLD,18.10.1980,ALP,ALP,18.10.1980,8.2.1993,
dathyvette2007,D'Ath,Yvette Maree,,,,Petrie,QLD,24.11.2007,ALP,ALP,24.11.2007,7.9.2013,
davidsoncharles1946,Davidson,Charles William,,,,Capricornia,QLD,28.9.1946,LIB-CP,LIB-CP,28.9.1946,10.12.1949,
,,,,,,Dawson,QLD,10.12.1949,CP,CP,10.12.1949,1.11.1963,
daviesronald1958,Davies,Ronald,,,,Braddon,TAS,22.11.1958,ALP,ALP,22.11.1958,13.12.1975,
davieswilliam1949,Davies,William,,,,Cunningham,NSW,10.12.1949,ALP,ALP,10.12.1949,17.2.1956,
davisfrancis1949,Davis,Francis John,,,,Deakin,VIC,10.12.1949,LIB,LIB,10.12.1949,31.10.1966,
dawkinsjohn1974,Dawkins,John Sydney,,,,Tangney,WA,18.5.1974,ALP,ALP,18.5.1974,4.2.1994,
deahmmaggie1993,Deahm,Margaret Joan,,Maggie,,Macquarie,NSW,13.3.1993,ALP,ALP,13.3.1993,2.3.1996,
deakinalfred1901,Deakin,Alfred,,,,Ballaarat,VIC,29.3.1901,PROT,PROT,29.3.1901,1.1.1910,
,,,,,,,,,LIB from 1910,LIB ,1.1.1910,23.4.1913,
deangordon1977,Dean,Arthur Gordon,,Gordon,,Herbert,QLD,10.12.1977,LIB,LIB,10.12.1977,5.3.1983,
deanroger1949,Dean,Roger Levinge,,,,Robertson,NSW,10.12.1949,LIB,LIB,10.12.1949,30.9.1964,
debusrobert2007,Debus,Robert John,,,,Macquarie,NSW,24.11.2007,ALP,ALP,24.11.2007,19.7.2010,
dedmanjohn1940,Dedman,John Johnstone,,,,Corio,VIC,2.3.1940,ALP,ALP,2.3.1940,10.12.1949,
deinadam1931,Dein,Adam Kemball,,,,Lang,NSW,19.12.1931,UAP,UAP,19.12.1931,7.8.1934,
dennissamuel1931,Dennis,Samuel,,,,Batman,VIC,19.12.1931,UAP,UAP,19.12.1931,15.9.1934,
devineleonard1963,Devine,Leonard Thomas,,,,East Sydney,NSW,28.9.1963,ALP,ALP,28.9.1963,29.9.1969,
dickmilton2016,Dick,Dugald Milton,,Milton,,Oxley,QLD,2.7.2016,ALP,ALP,2.7.2016,,
dobiedon1966,Dobie,James Donald Mathieson,,Don,,Hughes,NSW,26.11.1966,LIB,LIB,26.11.1966,29.1.1996,
doddpeter1993,Dodd,Peter George,,,,Leichhardt,QLD,13.3.1993,ALP,ALP,13.3.1993,2.3.1996,
dondasnicholas1996,Dondas,Nicholas Manuel,,,,Northern Territory,NT,2.3.1996,CLP,CLP,2.3.1996,3.10.1998,
downeralexander1984,Downer,Alexander John Gosse,,,,Mayo,SA,1.12.1984,LIB,LIB,1.12.1984,14.7.2008,
downeralexander1949,Downer,Alexander Russell,,,,Angas,SA,10.12.1949,LIB,LIB,10.12.1949,23.4.1964,
doylefrancis1972,Doyle,Francis Edward,,,,Lilley,QLD,2.12.1972,ALP,ALP,2.12.1972,18.5.1974,
drakefordarthur1934,Drakeford,Arthur Samuel,,,,Maribyrnong,VIC,15.9.1934,FLP,FLP,15.9.1934,1.1.1936,
,,,,,,,,,ALP from 1936,ALP ,1.1.1936,10.12.1955,
drapertrish1996,Draper,Patricia,,Trish,,Makin,SA,2.3.1996,LIB,LIB,2.3.1996,17.10.2007,
dreyfusmark2007,Dreyfus,Mark Alfred,,,,Isaacs,VIC,24.11.2007,ALP,ALP,24.11.2007,,
drumdamian2016,Drum,Damian Kevin,,,,Murray,VIC,2.7.2016,NP,NP,2.7.2016,,
drummonddavid1949,Drummond,David Henry,,,,New England,NSW,10.12.1949,CP,CP,10.12.1949,1.11.1963,
drummondpeter1972,Drummond,Peter Hertford,,,,Forrest,WA,2.12.1972,LIB,LIB,2.12.1972,5.6.1987,
druryedward1949,Drury,Edward Nigel,,,,Ryan,QLD,10.12.1949,LIB,LIB,10.12.1949,11.11.1975,
duboisstephen1984,Dubois,Stephen Cairfield,,,,St George,NSW,1.12.1984,ALP,ALP,1.12.1984,8.2.1993,
duffymichael1980,Duffy,Michael John,,,,Holt,VIC,18.10.1980,ALP,ALP,18.10.1980,29.1.1996,
duncanpeter1984,Duncan,Peter,,,,Makin,SA,1.12.1984,ALP,ALP,1.12.1984,2.3.1996,
duncanhughesjohn1922,Duncan-Hughes,John Grant,,,,Boothby,SA,16.12.1922,LIB,LIB,16.12.1922,1.1.1925,
,,,,,,,,,NAT from 1925,NAT ,1.1.1925,17.11.1928,
,,,,,,Wakefield,SA,21.9.1940,UAP,UAP,21.9.1940,21.8.1943,
duthiegilbert1946,Duthie,Gilbert William Arthur,,,,Wilmot,TAS,28.9.1946,ALP,ALP,28.9.1946,13.12.1975,
duttonpeter2001,Dutton,Peter Craig,,,,Dickson,QLD,10.11.2001,LIB,LIB,10.11.2001,,
eassonmary1993,Easson,Mary Louise,,,,Lowe,NSW,13.3.1993,ALP,ALP,13.3.1993,2.3.1996,
edmondswilliam1946,Edmonds,William Frederick,,,,Herbert,QLD,28.9.1946,ALP,ALP,28.9.1946,22.11.1958,
edwardsgeorge1901,Edwards,George Bertrand,,,,South Sydney,NSW,29.3.1901,FT,FT,29.3.1901,9.11.1906,
,,,,,,North Sydney,NSW,13.4.1910,LIB,LIB,13.4.1910,4.2.1911,
edwardsgraham1998,Edwards,Graham John,,,,Cowan,WA,3.10.1998,ALP,ALP,3.10.1998,17.10.2007,
edwardsharold1972,Edwards,Harold Raymond,,Harold,,Berowra,NSW,2.12.1972,LIB,LIB,2.12.1972,8.2.1993,
edwardsrichard1901,Edwards,Richard,,,,Oxley,QLD,30.3.1901,PROT,PROT,30.3.1901,1.1.1903,
,,,,,,,,,FT from 1903,FT ,1.1.1903,1.1.1906,
,,,,,,,,,ANTI-SOC from 1906,ANTI-SOC ,1.1.1906,1.1.1910,Name change
,,,,,,,,,LIB from 1910,LIB ,1.1.1910,23.4.1913,
edwardsronald1983,Edwards,Ronald Frederick,,,,Stirling,WA,5.3.1983,ALP,ALP,5.3.1983,13.3.1993,
egginseldred1949,Eggins,Eldred James,,,,Lyne,NSW,10.12.1949,CP,CP,10.12.1949,28.1.1952,
einfeldsydney1961,Einfeld,Sydney David,,,,Phillip,NSW,9.12.1961,ALP,ALP,9.12.1961,30.11.1963,
eldridgejohn1929,Eldridge,John Chambers,,,,Martin,NSW,12.10.1929,ALP,ALP,12.10.1929,1.1.1931,
,,,,,,,,,LANG LAB from 1931,LANG LAB ,1.1.1931,19.12.1931,
ellicottbob1974,Ellicott,Robert James,,Bob,,Wentworth,NSW,18.5.1974,LIB,LIB,18.5.1974,17.2.1981,
elliotjustine2004,Elliot,Maria Justine,,Justine,,Richmond,NSW,9.10.2004,ALP,ALP,9.10.2004,,
elliottrobert1990,Elliott,Robert Paul,,,,Parramatta,NSW,24.3.1990,ALP,ALP,24.3.1990,2.3.1996,
ellisannette1996,Ellis,Annette Louise,,,,Namadgi,ACT,2.3.1996,ALP,ALP,2.3.1996,19.7.2010,
elliskate2004,Ellis,Katherine Margaret,,Kate,,Adelaide,SA,9.10.2004,ALP,ALP,9.10.2004,,
elsonkay1996,Elson,Kay Selma,,,,Forde,QLD,2.3.1996,LIB,LIB,2.3.1996,17.10.2007,
emersoncraig1998,Emerson,Craig Anthony,,,,Rankin,QLD,3.10.1998,ALP,ALP,3.10.1998,5.8.2013,
enderbykep1970,Enderby,Keppel Earl,,Kep,,Australian Capital Territory,ACT,30.5.1970,ALP,ALP,30.5.1970,13.12.1975,
englandjohn1960,England,John Armstrong,,,,Calare,NSW,5.11.1960,CP,CP,5.11.1960,30.4.1975,
,,,,,,,,,NCP from May 1975,NCP ,1.5.1975,11.11.1975,
entschwarren1996,Entsch,Warren George,,,,Leichhardt,QLD,2.3.1996,LIB,LIB,2.3.1996,,
erwindudley1955,Erwin,George Dudley,,Dudley,,Ballaarat,VIC,10.12.1955,LIB,LIB,10.12.1955,11.11.1975,
evansgareth1996,Evans,Gareth John,,,,Holt,VIC,2.3.1996,ALP,ALP,2.3.1996,30.9.1999,
evansmartyn1994,Evans,Martyn John,,,,Bonython,SA,19.3.1994,ALP,ALP,19.3.1994,9.10.2004,
evansrichard1993,Evans,Richard David Conroy,,,,Cowan,WA,13.3.1993,LIB,LIB,13.3.1993,3.10.1998,
evanstrevor2016,Evans,Trevor Mark,,,,Brisbane,QLD,2.7.2016,LIB,LIB,2.7.2016,,
evattherbert1940,Evatt,Herbert Vere,,Herbert,,Barton,NSW,21.9.1940,ALP,ALP,21.9.1940,10.2.1960,
everinghamdouglas1967,Everingham,Douglas Nixon,,,,Capricornia,QLD,30.9.1967,ALP,ALP,30.9.1967,26.10.1984,
everinghampaul1984,Everingham,Paul Anthony Edward,,,,Northern Territory,NT,1.12.1984,CLP,CLP,1.12.1984,5.6.1987,
ewertkeith1952,Ewert,Keith Walter Wilson,,,,Flinders,VIC,18.10.1952,ALP,ALP,18.10.1952,29.5.1954,
ewingthomas1901,Ewing,Thomas Thomson,,,Later Sir Thomas,Richmond,NSW,29.3.1901,PROT,PROT,29.3.1901,19.2.1910,
faddenarthur1936,Fadden,Arthur William,,Arthur,Later Sir Arthur,Darling Downs,QLD,19.12.1936,CP,CP,19.12.1936,14.10.1958,
faheyjohn1996,Fahey,John Joseph,,,,Macarthur,NSW,2.3.1996,LIB,LIB,2.3.1996,8.10.2001,
faileslaurence1949,Failes,Laurence John,,,,Lawson,NSW,10.12.1949,CP,CP,10.12.1949,29.9.1969,
fairbairndavid1949,Fairbairn,David Eric,,,,Farrer,NSW,10.12.1949,LIB,LIB,10.12.1949,11.11.1975,
fairbairngeorge1906,Fairbairn,George,,,,Fawkner,VIC,12.12.1906,IND PROT,IND PROT,12.12.1906,1.1.1910,
,,,,,,,,,LIB from 1910,LIB ,1.1.1910,31.5.1913,
fairbairnjames1933,Fairbairn,James Valentine,,,,Flinders,VIC,11.11.1933,UAP,UAP,11.11.1933,13.8.1940,
fairhallallen1949,Fairhall,Allen,,,,Paterson,NSW,10.12.1949,LIB,LIB,10.12.1949,29.9.1969,
falconerpeter1975,Falconer,Peter David,,,,Casey,VIC,13.12.1975,LIB,LIB,13.12.1975,5.3.1983,
falinskijason2016,Falinski,Jason George,,,,Mackellar,NSW,2.7.2016,LIB,LIB,2.7.2016,,
falkindercharles1946,Falkinder,Charles William Jackson,,,,Franklin,TAS,28.9.1946,LIB,LIB,28.9.1946,31.10.1966,
falkinerfranc1913,Falkiner,Franc Brereton Sadleir,,,,Riverina,NSW,31.5.1913,LIB,LIB,31.5.1913,5.9.1914,
,,,,,,Hume,NSW,5.5.1917,NAT,NAT,5.5.1917,3.11.1919,
falsteinmax1940,Falstein,Sydney Max,,Max,,Watson,NSW,21.9.1940,ALP,ALP,21.9.1940,10.12.1949,
farmerpatrick2001,Farmer,Patrick Francis,,,,Macarthur,NSW,10.11.2001,LIB,LIB,10.11.2001,19.7.2010,
fatinwendy1983,Fatin,Wendy Frances,,,,Canning,WA,5.3.1983,ALP,ALP,5.3.1983,29.1.1996,
fawcettdavid2004,Fawcett,David Julian,,,,Wakefield,SA,9.10.2004,LIB,LIB,9.10.2004,24.11.2007,
feeneydavid2013,Feeney,David Ian,,,,Batman,VIC,7.9.2013,ALP,ALP,7.9.2013,1.2.2018,
fentonjames1910,Fenton,James Edward,,,,Maribyrnong,VIC,13.4.1910,ALP,ALP,13.4.1910,1.1.1931,
,,,,,,,,,UAP from 1931,UAP ,1.1.1931,15.9.1934,
fergusonlaurie1990,Ferguson,Laurie Donald Thomas,,,,Reid,NSW,24.3.1990,ALP,ALP,24.3.1990,9.5.2016,
fergusonmartin1996,Ferguson,Martin John,,,,Batman,VIC,2.3.1996,ALP,ALP,2.3.1996,5.8.2013,
fergusonmichael2004,Ferguson,Michael Darrel,,,,Bass,TAS,9.10.2004,LIB,LIB,9.10.2004,24.11.2007,
fifewal1975,Fife,Wallace Clyde,,Wal,,Farrer,NSW,13.12.1975,LIB,LIB,13.12.1975,8.2.1993,
filingpaul1990,Filing,Paul Anthony,,,,Moore,WA,24.3.1990,LIB,LIB,24.3.1990,1.6.1995,
,,,,,,,,,IND from June 1995,IND,1.6.1995,3.10.1998,
finlaysonwilliam1910,Finlayson,William Fyfe,,,,Brisbane,QLD,13.4.1910,ALP,ALP,13.4.1910,13.12.1919,
fischertimothy1984,Fischer,Timothy Andrew,,,,Farrer,NSW,1.12.1984,NPA,NPA,1.12.1984,8.10.2001,
fisherandrew1901,Fisher,Andrew,,,,Wide Bay,QLD,30.3.1901,ALP,ALP,30.3.1901,26.10.1915,
fisherpeter1972,Fisher,Peter Stanley,,,,Mallee,VIC,2.12.1972,CP,CP,2.12.1972,30.4.1975,
,,,,,,,,,NCP from May 1975,NCP ,1.5.1975,1.10.1982,
,,,,,,,,,NPA from Oct. 1982,NPA ,1.10.1982,8.2.1993,
fiskenarchibald1934,Fisken,Archibald Clyde Wanliss,,,,Ballaarat,VIC,15.9.1934,UAP,UAP,15.9.1934,21.9.1937,
fitzgeraldjoseph1949,Fitzgerald,Joseph Francis,,,,Phillip,NSW,10.12.1949,ALP,ALP,10.12.1949,10.12.1955,
fitzgibboneric1984,Fitzgibbon,Eric John,,,,Hunter,NSW,1.12.1984,ALP,ALP,1.12.1984,29.1.1996,
fitzgibbonjoel1996,Fitzgibbon,Joel Andrew,,,,Hunter,NSW,2.3.1996,ALP,ALP,2.3.1996,,
fitzpatrickjohn1969,FitzPatrick,John,,,,Darling,NSW,25.10.1969,ALP,ALP,25.10.1969,19.9.1980,
flemingwilliam1913,Fleming,William Montgomerie,,,,Robertson,NSW,31.5.1913,LIB,LIB,31.5.1913,17.2.1917,
