Speaker,Title,text,pageNumbers
Mr ENTSCH,QUESTIONS WITHOUT NOTICE," My question is to the Minister for Infrastructure and Transport. Will the minister update the House on how the government is creating jobs in Northern Australia, particularly in the delivery of the Northern Australia Roads Program, the Beef Roads Program and the Cape York Regional Package?",100
Mr CHESTER,QUESTIONS WITHOUT NOTICE," I thank the member for Leichhardt for his question. The member for Leichhardt knows that delivering infrastructure in his electorate is essential for the future prosperity of the north. I was very pleased to join the member for Leichhardt in May, with the Prime Minister, when he announced $24 million for the infrastructure upgrade of the Cairns Marine Precinct. He understands that now is the time to get on with the job of delivering for Northern Australia. This government has a strong economic plan, and has a strong economic plan for  rural and regional communities, particularly Northern Australia. We understand that Northern Australia already makes an enormous contribution to the wealth of our nation, but with the right infrastructure that contribution will only grow into the future. The member asked me about roads. We understand that roads are the arteries of life in community areas. They are the arteries for commerce and for social interaction. We also understand the need to improve connectivity between our rural communities, our remote communities and our regional communities. The Northern Australia Roads Program, which the Turnbull-Joyce government has committed $600 million for, will deliver roads across northern Australia. This funding will improve safety and transport reliability in northern Australia and support economic growth in our North. Members on this side of the House understand the importance of investing in northern Australia and the potential that we can unlock in this region: the member for Capricornia, the member for Dawson, the member for Flynn and the member for Durack-all tireless advocates for road upgrades in their electorates. It is good news for northern Australia. I know those opposite do not like to hear all this good news. They would rather whinge and complain. They would rather talk Australia down. Mr Snowdon interjecting",100
The SPEAKER,QUESTIONS WITHOUT NOTICE,The member for Lingiari will cease interjecting.,101
Mr CHESTER,QUESTIONS WITHOUT NOTICE,"They have such a negative view of Australia. They are the wreckers. On this side of the House we are the builders. On this side of the House we are building for the future. The contrast is very clear: we are building for the future and they are complaining about it. We have a $50 billion Infrastructure Investment Program. We are out there. We are building roads. We are building rail. We are building airports. They are building a complaints box. That is all they are building. In more good news, there is $100 million for the Northern Australia Beef Roads Program to improve the resilience of cattle supply chains in northern Australia. Mr Snowdon interjecting",101
The SPEAKER,QUESTIONS WITHOUT NOTICE,The member for Lingiari is warned.,101
Mr CHESTER,QUESTIONS WITHOUT NOTICE,"There is more good news in the Cape York Region Package, with $208 million, an investment by the Turnbull-Joyce government in the cape. Importantly, the Cape York region project has actually employed around 20 Indigenous trainees in 2015. So I thank the member for Leichhardt. I thank him for being such a strong advocate on behalf of northern Australia. He has supported local businesses in his community, and I know he will continue to do so. So I thank the member for Leichhardt for his question. The government does have a strong economic plan. We do have a strong plan for investing in infrastructure and for building for the future, and we commend the northern Australia package, the northern Australian investment and development which is occurring under the Turnbull-Joyce government. QUESTIONS WITHOUT NOTICE: ADDITIONAL ANSWERS Health",101
Mr TURNBULL,QUESTIONS WITHOUT NOTICE," I seek leave to add to an answer here. The honourable acting Leader of the Opposition asked me a question about the  Haymarket Foundation, and I have requested some further information, and it has been provided to me. The Haymarket Foundation's representatives met with my office in 2015 to request ongoing funding, which",101
The SPEAKER,QUESTIONS WITHOUT NOTICE,"Sorry to interrupt, Prime Minister. It is normal to add to an answer at the conclusion of question time. If the Prime Minister is seeking to conclude",102
Mr TURNBULL,QUESTIONS WITHOUT NOTICE,"I will ask that further questions be placed on the Notice Paper. Thank you, Mr Speaker. As I was saying a moment ago",102
Unknown,QUESTIONS WITHOUT NOTICE,Honourable members interjecting,102
The SPEAKER,QUESTIONS WITHOUT NOTICE,Members on both sides will cease interjecting.,102
Mr TURNBULL,QUESTIONS WITHOUT NOTICE,"the representatives of the Haymarket Foundation, which ran a clinic, met with my office in Sydney in 2015 to request ongoing funding, which had been ceased consequent on the Williams High Court case and the consequent 'Strengthening the constitutional basis for Commonwealth spending' provisions of the 2014 MYEFO. I made representations to the health minister, who provided transitional funding through to April 2016, which had been requested. It was to allow the foundation to move to a more sustainable model of operations and find alternative funding arrangements. The health minister's office and my own sought to find alternative funding opportunities from the Primary Health Networks, state local health districts, local government and private operators, notably St Vincent's Health Network. The initial conversations with the St Vincent's Health Network in 2015 were abandoned and not pursued by the foundation, I am instructed, despite the encouragement of the electorate office and the health minister's office. As far as can be determined, St Vincent's Health Network, while initially interested in an arrangement, were not amenable when discussions occurred again between the Haymarket Foundation and the St Vincent's Health Network in April 2016. So additional funding to give them a year to transition was sought and was provided, but a transition to other sources of funds, whether from the state government or from other sources, was unable to be obtained. NA Presentation  Documents are tabled in accordance with the list circulated to honourable members earlier today. Full details of the documents will be recorded in the Votes and Proceedings. NA Prime Minister The SPEAKER (15:11): I have received a letter from the honourable Deputy Leader of the Opposition proposing that a definite matter of public importance be submitted to the House for discussion, namely: The Prime Minister's failure of leadership. I call upon all those honourable members who approve of the proposed discussion to rise in their places. More than the number of members required by the standing orders having risen in their places",102
Ms PLIBERSEK,MATTERS OF PUBLIC IMPORTANCE," That addition to an answer shows you exactly what this year of achievement is about, doesn't it-a year of achievement where the Prime Minister comes in here and says: 'Oh, I've got the answer. I've got a cracker of an answer for you. You're right. I cut the funding. I asked for a little bit of help for a year. I kept them on life support for a year, but wouldn't it be great if someone powerful would step in and save them? Wouldn't it be great if someone who really had some authority, the ability to do something, took this on as a project of their own?' This is a service in his backyard. I know the Prime Minister knows this service, a service in his backyard that serves the most vulnerable Australians: people who are homeless, people who are drug and alcohol affected, people who have severe mental health issues. They are living on the streets, and they have one place to go where they feel safe, where their health is looked after-a place that stops them ending up in emergency or ending up in psychiatric institutions, because of the primary health care it offers. I say to the Prime Minister, 'Do you really think spending $170 million on a plebiscite is more important than protecting the health of the most vulnerable Australians?' He says: 'Yeah, actually it is. Yeah. Wouldn't it be great if someone somewhere could fix this-not me, never me.' He is happy to take credit but never happy to take responsibility. Wouldn't it be great if we had someone in the highest office of the land who, instead of saying, 'I wish someone would fix it,' would step up to the dispatch box and say: 'I will fix it. I can do this. I can fix it'? I want to take a moment to reflect on something else in my electorate. I represent an area with a lot of artists, a lot of creative types, and one of the best of them is a fellow called Michael Agzarian. He put together an image that captured the spirit of a nation and the spirit of our time. It is a poster that started popping up here and there a few months ago, almost a year ago. I thought, 'Wow, what is it that is so great about that poster?' I think you all know the one I mean.",103
Unknown,MATTERS OF PUBLIC IMPORTANCE,Opposition members interjecting,103
Ms PLIBERSEK,MATTERS OF PUBLIC IMPORTANCE,"It is a picture of the Prime Minister with just one word: 'fizza'. That one word has actually captured the spirit of our time. A great Australian word has captured and put into one image the feeling that we all have: our high hopes that surely the member for Wentworth would have to be better than the previous Prime Minister. So many Australians thought so, didn't they? You all know in your own electorates-high hopes. But, instead we got what Paul Keating predicted: a bit like a big red bunger on cracker night, 'You light him up, there's a bit of a fizz, but then nothing, nothing.' This Prime Minister is trying to convince you that he has had a year of achievements, but, you know, it has been a year of disappointments. It has been a year of underperformance, from the NBN to the UN, from the census to the royal commission. He cannot do a single thing without stuffing it up. You really only need to look at my own portfolio of education: the great vision for schools from this Prime Minister is him just saying: 'Well the Commonwealth shouldn't fund public schools at all. We'll just let the states do that.' This Prime Minister is trying to prove that he has got an interest in the Gonski school education funding reforms by continuing to say that he went to Sydney Grammar with David Gonski. It takes a bit more than that to prove an interest in properly funding our schools.  A lot of people in this parliament were very lucky to go to university. Many on this side were the first in their families to be able to do it. We did it because we have a system where we do not have $100,000 American-style university degrees. We have a system where, if you are clever, you work hard at high school and you have got a dream, you can pursue it. What we have got on the other side is more than $3 billion of zombie cuts. We have got $100,000 university degrees just waiting for the opportunity for them to bring them in. Deregulation on a grand scale with 20 per cent cuts will make it impossible for universities to function as they do now. In vocational education, what have we seen since this government has come in? A drop of 128,000 apprentices and more than $2 billion cut from vocational education. Bizarrely, we have the Treasurer banging on about the need for more savings and asking, 'What is Labor prepared to do?' I can tell you what we are prepared to do. We are prepared to help to the tune of about $8 billion over the next 10 years by cleaning up the dodgy operators. We know the 10 biggest colleges have graduation rates of less than five per cent. That is what we are prepared to do: clean up the shonky operators and give you billions of dollars of extra revenue while we do it. But I think nothing really captures the spirit of this year of capitulation better than the plebiscite. We have got a Prime Minister who says he is in favour of marriage equality, but, I tell you what, he was in favour of the republic too, and what did we do? We gave him some responsibility to put into action the dreams of the majority of Australians to become a republic. You remember how popular the republic was before Malcolm got his hands on it. We gave him the opportunity to deliver for Australia this historic change with so much popular support, and he blew it. Now we are supposed to feel comfortable about it. He keeps saying: 'Look, nothing to see here. Don't worry about it. It's going to be just like 1999.' That is exactly what he has got us worried about. And we have got the Attorney-General, who is probably the only person who can match the Prime Minister for indifferent arrogance, saying, 'Never mind, we don't need to worry about the tenor of this debate or the tone of this debate.' Well, I am not really reassured, given the Attorney-General is the guy who is saying people have a right to be a bigot. For decades from the establishment of this nation, we did what we could in our legal power to determine who Aboriginal Australians could marry. We tried to prevent them marrying non-Aboriginal Australians. After the Second World War, Australians were not allowed to bring their Japanese wives back to Australia if they had married. In fact, in 1952 we passed legislation to allow Australian service personnel to bring their Japanese wives and children to Australia. Fifty years ago, if you had asked people, they would have said a mother's place was in the home. If they were a working mother like me, away from home a lot, they might have made a judgement that they were not fit to be mothers. Thirty years ago we were still forcibly removing children from their single mothers whether they loved them or not. We did not ask whether they could look after them; we assumed that they could not. I have to say this because I have to remind this chamber that we offered an apology to those women and children who had been separated. Have we not learnt that we should give up judging people's relationships? Haven't we learnt that what matters in a relationship is that two people love each other? Haven't we learnt  that families come in all different shapes and sizes and that what matters is the love and care in that family? We have finally worked that out, and I do not see why we should be offering an opportunity for people whose relationships might be a bit out of the ordinary to have those relationships judged. This parliament is a mess. The year of achievement-you have all seen it-they want to go home and pull the doona up over their heads. They are changing the standing orders so they can leave earlier. They are running out of business. The place is a mess, but it is not the theatre that bothers me. It is the lack of achievement and the lack of ambition for our nation. After one year of this Prime Minister, instead of a leather jacket we are left with an empty suit. Every day we hear people waiting for the real Malcolm to show himself. When will we see him? When is he going to stand up to the right wing of his party and deliver on the things that he always said he cared about? But the bad news for Australians is that this failure, this fizzer, is the real Malcolm Turnbull. This is the Prime Minister they have voted for. The best indication of future behaviour is past behaviour. Be worried.",103
Dr GILLESPIE,MATTERS OF PUBLIC IMPORTANCE," It is my great pleasure to be here today talking about leadership. We have had the usual emotional argument and philosophical, aspirational policies trotted out as a reason for criticising the leadership of the coalition. You only have to see what was delivered today, the omnibus savings bill with $6.3 billion worth of savings-this was due to negotiation skills and the cutting of a deal; it will deliver the savings that this nation's finances need. As a famous President of the USA said many years ago: 'It's the economy, stupid.' Look at what is happening in the economy now. We are the envy of all the countries in the G7. The growth in our economy, at 3.3 per cent, is outstanding compared to Europe, Japan, America and Canada. They are all envious. We are actually delivering great economic improvements in really tough international times. We have been at the forefront of cracking down on tax avoidance measures. The biggest game in the world economy is moving money away from nation states that rely on taxes. We have led the way on that crackdown. We have been helping our small businesses. Members on this side of the House are very familiar with how hard life is for small businesses because most of them have been in small business. We understand it, as opposed to those on the other side. Earlier today, or yesterday, those on the other side were asked who had been in small business. No-one put their hand up. That gives you an indication of why this coalition government, led by Prime Minister Turnbull and the member for New England, are getting on with delivering results. We have 220,000 jobs that have been created in the last year. The recent ANZ consumer confidence survey is at its highest level all year. We have got tax cuts on the board for small business, and they will go down to 27½ per cent. Small businesses, like most Australian industries, rely on the transport industry. The other side had policies in place, such as the Road Safety Remuneration Tribunal, to send 30,000 small business men and women running transport companies to the wall. It was this coalition government that got rid of that. We are delivering our prepare-trial-hire program that will deliver 120,000 opportunities over the next three years for young unemployed people to get an internship that can lead on to a full-time job. The defence industry plan that we have rolled out is going to deliver a ship-building plan for the next 10 years, which will not only deliver the security for our naval defence that we need, with surface vessels and submarines, but it will also spur many more defence industry  jobs. These are really important initiatives that the Turnbull-Joyce coalition government has delivered. All that money will go into construction and raw product that is sourced out of Australia. The steel that will go into all of these boats will come from Australia. You only have to look at what has happened in the communications sector with the coalition government. We have a $230 million cybersecurity plan that we have rolled out. The NBN was a basket case when the coalition took over the responsibility of government in 2013. There were only 51,000 customers after $6 billion had been spent over six years-that amount of customers is being signed up each month at the moment. We have 2.9 million premises that have now been passed in the last three-and-a-bit years, as opposed to 51,000. We have 1.2 million customers. We have the Sky Muster satellite that is now delivering out to regional Australia, where many of my colleagues are the local members. That is 22,000 people getting an upgraded satellite internet service, let alone the 430,000 people who can now access fixed wireless-as opposed to, after six years, only 51,000 people. That was an absolute joke. We have also delivered a mobile phone black spot program, and that is delivering 499 new or upgraded mobile telephone towers. In the health portfolio we are delivering in spades. We get criticised for attacking bulkbilling, but there were 17 million more bulk-billing services in the past year. It is at record levels. Spending in 2012-13 on health was $61.9 billion; this year it is going to be $71.4 billion. We have increased spending on mental health: a $192 million package, and innovative ways of delivering suicide prevention around 12 sites. We are delivering 10 more headspace sites around the country. The National Innovation and Science Agenda is making it easier to attract capital and get talented people and researchers into the country. We have an accent on science, technology, engineering and maths, with a 26 per cent increase in funding to schools. We are trying to promote the take-up of science and technology in schools across the nation, and trying to make accessible celebrated female scientists and technology leaders in particular as role models for our children. You have only to see what we have delivered for inland rail to see this is nation-building infrastructure. We committed just under $600 million in the last budget to secure land for the route, for the further preplanning and delivery of it. That will take 200,000 trucks off the road every year. It will link Melbourne to Brisbane with one continuous rail line, straight to the Port of Brisbane. It will also open up the corridor, and there will be at least 800 jobs in the actual construction of it. But that is just one initial benefit; there will be 600 extra jobs per year, year after year, due to the growth in the economy along the corridor. That is the absolute long-term benefit. You only have to see what water can do to the inland of Australia. We have one of the driest continents on earth but, for decades, there has been no dam construction. What has the Turnbull-Joyce government done? The coalition, in the last term, delivered the first dam built in Australia for decades-the Chaffey Dam was extended. We have also got another $500 million in a fund to go into dams-the National Water Infrastructure Development Fund-as well as a $2 billion loan facility. That is going into the Rookwood Weir in Queensland, the Dungowan Dam in New South Wales, the Macalister Irrigation District and Loddon pipeline in Victoria and the second Tasmanian irrigation tranche, which will provide four new dams and make reliable water a feature in the Apple Isle. You can have all the land you like but you  cannot grow anything without secure water. That is the important thing. That is what dams do. They deliver secure water. That water delivers money into the economy. So, with inland rail and dams, we are getting the heartland of Australia developed-which has been put on ice for way too long. This government is also delivering security to our nation. We have kept our borders secure. It is more than 800 days since a boat arrived, and we have closed down 17 detention centres. The previous government opened up 17 detention centres. In the previous administration, there was a peak of 2,000 children in detention-now there are none. Because we have controlled our borders, we have been able to initiate taking up to 12,000 Syrian, Turkish and Jordanian refugees in a special program-as well as our existing, very generous and compassionate refugee intake system. We have a $50 billion land infrastructure package. We have our Smart Cities plan, which is delivering $4 billion. We have delivered three Smart Cities packages already- (Time expired)",105
Mr GOSLING,MATTERS OF PUBLIC IMPORTANCE," I am amazed by some of the commentary we have heard today about leadership. Leadership is the ability to influence a group of people. But what seems pretty clear is that the influencing is coming the other way and, unfortunately, our Prime Minister, who is supposed to be leading our country, cannot lead his own party. He is being led down the garden path and being told what to do by the member for Warringah and another bunch of people over in the other place who are setting the agenda. When it comes to the same sex plebiscite, or marriage equality, in this parliament, I came down to this place to listen to what the Prime Minister had to say about his reasons for having this plebiscite when he clearly does not believe in it himself-or used to not believe in it himself. He spoke about being respectful of gay couples. Well, if you are respectful then you will tell the people in your team to pull their head in when they are saying the tenor of this debate is not important. Of course the tenor of this debate is important. Of course the people who are going to be damaged in this debate are important-they are Australians. And we are going to put a whole heap of money into something that is unnecessary. What the Prime Minister should be doing is his job, like John Howard did-he legislated to change the act. Why can't that happen again? On my side, the previous member for Solomon did a survey about this issue and there was overwhelming support for marriage equality. If you think we need to waste this money on a plebiscite that has a real possibility of hurting people, of damaging people, it shows that you are out of touch. The conversation has been had around our country-around barbecues, at sporting venues and in pubs. If you are not sure what the Australian people have been saying in those conversations, maybe you should talk to someone over on this side-because it is pretty clear. We take representing people seriously, and it has been really disappointing. I have only been in this place for 15 seconds but what I have clearly seen already in that short period of time is that morale is not strong over on the other side because the leader of that side is not in command of this national project. So morale is low. My advice is: do your job and lead, influence people. There is going to be a huge price to pay. That $170 million could be used on so many things to help the people of our country. I want to be constructive. I am obviously not happy. Like a lot of Australians, I am disappointed. But I do want to be constructive. I think it is great that we have shown  cooperation on this side of the House with some measures around the omnibus bill. I think that is good, I think that is positive. There are a lot of things where we could work together. It is just unfortunate that there is a lack of leadership, which is not allowing us to do what is right for the progressive future of our country, to advance Australia fairly for all Australians. I would like to say a lot more, but time is short. I would like to work constructively with the Prime Minister, but he might not have that opportunity if he does not start to lead. Mrs PRENTICE (Ryan-Assistant Minister for Social Services and Disability Services) (15:37): I rise to speak on this questionable and spurious MPI. It is reprehensible that such drivel from those opposite is debated today when there are more important issues at play. But it is unsurprising that Labor has chosen another farcical stunt like this one. We as members all have our own opinions about who is a good leader and who is not. The very fact that each of the members is here today demonstrates the opinions of their constituents. They may even think you are a good leader in their area. However, like my colleagues, I base my opinion of a good leader on actions and on merit. As Rudyard Kipling said, 'Let each man be judged by his deeds.' Merit is at the very core of this MPI, mainly because it establishes what our Prime Minister has achieved so far. Today represents one year of leadership by Prime Minister Malcolm Turnbull. In that time, this government-under his leadership-has indeed achieved. A few examples that I would like to share convey only a brief taste of just some of the achievements the Turnbull-led government has delivered. Under Prime Minister Turnbull, our economy and budget are strengthening. Economic growth has strengthened to 3.3 per cent, and Australia's 870,000 incorporated small businesses-the engine room of our economy supported by this government-will be further boosted as a result of our changes, giving them a fair go at competing. We have also delivered a crackdown on multinational tax avoidance, something the other side never delivered. Under Prime Minister Malcolm Turnbull, 220,000 new jobs have been created in the past year alone. Sixty per cent of those jobs have gone to women. The Turnbull government has delivered a Defence industry plan-not talked about it, not written papers, not had committees; they have delivered a Defence industry plan: a $195 billion spend on defence capability over the next 10 years. They have not ripped the heart out of Defence, which is what the Labor government did when they were in power. Our naval shipbuilding plan involves the construction of 54 new naval vessels-not one was ever delivered by the other side; not one single dinghy was delivered by the other side. We will be using Australian steel for our new submarines and creating, yet again, more Australian jobs. The Turnbull government is investing in critical telecommunications infrastructure in regional Australia. Through the new NBN Sky Muster satellite and our $230 million Mobile Black Spot Program, we are already delivering 449 new or improved mobile phone towers, covering 3,000 black spots left by Labor, with more to come. The Turnbull government has grown more export markets, which have opened up. This means Australian small businesses have access to some of the fastest growing consumer markets in the world. Beef and wine exports, just to mention two, have seen record growth. The Turnbull government is delivering health care. In the last year, there were 17 million more GP services bulk-billed, compared to Labor's last year in office. We have made many medicines cheaper and added life-saving drugs to the PBS, including drugs for breast cancer and melanoma. The Turnbull government is investing in more localised mental health care and support. This includes trialling innovative IT solutions, and it also includes 24/7 support,  12 suicide prevention sites around Australia and 10 more headspace facilities. The Turnbull government has implemented stronger laws to give our security agencies the tools they need, and to give our troops the powers they need. The Turnbull government is building stronger communities. On 1 July this year, the coalition government began the full rollout of the National Disability Insurance Scheme. And let us not forget that it was the Turnbull government that delivered Senate voting reforms which have ended the days of backroom deals and preference whisperers determining election results, rather than Australian voters",107
Unknown,MATTERS OF PUBLIC IMPORTANCE,Opposition members interjecting,109
The DEPUTY SPEAKER,MATTERS OF PUBLIC IMPORTANCE," Order! Mrs PRENTICE: But, of course, the Labor Party do not want the Australian people to have a voice. That is why they are against a plebiscite. This demonstrates the Prime Minister's strong leadership, in stark contrast to those opposite. The coalition is a broad church, with a congregation often containing differing views-views that, on this side, we are allowed to discuss. We are not controlled by their faceless leaders, the union bosses to which those opposite are all slaves. Unlike those opposite, the parties forming the coalition believe in democracy-which appointed the Prime Minister and has delivered his strong, determined leadership.",109
Mr HART,MATTERS OF PUBLIC IMPORTANCE," There is a problem with this Prime Minister's leadership, and the problem is that there is none. There is a complete absence of leadership by this Prime Minister. Leadership, when you look at this Prime Minister, is very hard to define. Leadership can mean many different things to different people. It can mean leading a group of people, like the government, or it can mean occupying a particular position. I suggest that the current Prime Minister simply occupies the position of leader but demonstrates none of the attributes which deliver leadership. He occupies the office but he has none of the authority. Who is in control? There is a difference between the rhetoric that this government delivers and what it actually delivers. He speaks of his achievements, but there is nothing actually delivered. What is actually delivered is disappointment, dithering and division. Let us talk about disappointment. Who has the Prime Minister disappointed? For a start, he has not listened to my community, and I would suggest that he has not listened to the Australian community. He has not listened to my community regarding the important issues of health and education. He was able to deliver for Tasmania-he delivered three new Labor members! On same-sex marriage, he wants an expensive, $170 million opinion poll, forced to heel by the right of the Liberal party. He has disappointed everybody in Australia who wants a first-class NBN. What do we get instead? We have a bastardisation of an NBN plan with a second-class NBN that will be delivered across Australia. He has no tax plan-or, if he has a tax plan, it varies from day to day. First, he floats an increase in the GST, but that only lasts for a few days or a few weeks. Then he floats for a matter of hours a proposal regarding double taxation. That was a good one. It lasted longer than Paris Hilton's marriage-no, that was another marriage. He did not settle on the question of tax cuts; instead he delivered $50 billion worth of tax cuts to the big end of town. He prefers the big end of town instead of ordinary working Australians.  He has disappointed women on his own side of parliament. He has called himself a feminist but he is the worse performing minister in appointing females to boards. He has five fewer females as members of parliament compared to the previous Prime Minister. He has disappointed Australians. Laurie Oakes commented on his speech on election night that it was the most disappointing, pathetic speech given by a Prime Minister. He is a ditherer. He has no authority to make decisions. He has to wait on what the Right of his party says he can do before he makes a decision. He knows that our vote in this place on same-sex marriage will deliver same-sex marriage almost immediately. Instead, he wants an expensive, non-binding opinion poll to resolve the matter. He is not able to resist the Right of his party. He floats ideas that last for less than hours. He is a master of division. He has no leadership. He is unable to advocate for positions he has held previously. Again, on the issue of same-sex marriage, he is somebody who advocated for a free vote in this parliament but now prefers an expensive plebiscite. He facilitates language like the Treasurer's 'taxed or taxed-nots'. He prefers to raise solutions but not advocate for change. He talks about being flexible but offers no flexibility when it comes to delivering policy in this House. He talks about housing affordability but does not strike at the heart of the issue, instead preferring the big end of town and preferring people to have outrageous tax breaks instead of making practical solutions in this place. (Time expired)",109
Mr HASTIE,MATTERS OF PUBLIC IMPORTANCE," The audacity to pose this question. You have attacked the PM over his leadership while the opposition leader has tuck tailed a run to Canada just when the going gets tough over the plebiscite. Today, it is very clear that the PM's leadership is both substantive and compelling. And a few facts-I will start right at the top: on 2 January there was an election. We won and you lost. We have a mandate, we formed government and we sit on the Treasury benches. The Prime Minister is our leader and he is doing an exceptional job. The PM is committed-doggedly committed-to delivering for the Australian people. The twin responsibilities of federal government are economic and national security. Firstly, economic security: today we learned economic growth has strengthened to 3.3 per cent, which is faster than any G7 nation. We have created 220,000 jobs this past year, with 60 per cent of those jobs for women. We have also made legislative changes to section 46, making Australian businesses more competitive. We abolished the Road Safety Remuneration Tribunal, which was a union pox on owner-operator truckies in this country and Glen Morris of Serpentine in Canning, an owner-operator truckie, is very, very glad that we did. Going forward, we are introducing the PaTH program, which will create 120,000 jobs for young people in the private sector, changing lives and creating opportunity. We also have the enterprise tax plan, which will provide 870,000 incorporated small businesses with a tax cut this year, driving both growth and jobs. When it comes to infrastructure investment, the Prime Minister again has shown leadership in delivering a $50 billion land infrastructure package, a 15-year rolling plan which will provide confidence and continuity to industry and investment. We have rolled out the NBN to three million premises in this country, and 1.2 million homes and businesses are now active customers, providing economic, social and educational opportunities to Australians across this country both in our cities and in regional areas.  When it comes to national security-the other pillar-the Prime Minister is delivering. We are going to provide a $195 billion spend on defence capability over the next 10 years. We are going to build 54 new naval vessels. Under Labor, under your previous government, not even a piece of driftwood came out of your efforts in this space. When it comes to border protection, it has been 800 days since a boat arrival. You opened 17 detention centres and we have closed 17Dr Aly interjecting",110
The DEPUTY SPEAKER,MATTERS OF PUBLIC IMPORTANCE,The member for Cowan is out of place and will be silent.,111
Mr HASTIE,MATTERS OF PUBLIC IMPORTANCE,"Under Labor, you put 8,000 children into detention and we have no children in detention under this current government. When it comes to mental health, you have gone to lengths to suggest that somehow we are indifferent to mental health, particularly when it comes to LGBT young people. I can tell you from personal experience that the Prime Minister is very responsive to this issue. I lobbied him for the last nine months and he has provided $2 million to Canning for a new purely youth medical service health club which will provide a range of services, particularly health care, to young people. While we are on the topic of leadership, let's reflect upon Bill Shorten. As the Prime Minister said today in question time, 'truth matters.' I think it is impossible to sound the depth of Bill Shorten's mendacity",111
The DEPUTY SPEAKER,MATTERS OF PUBLIC IMPORTANCE,The member will refer to members by their titles.,111
Mr HASTIE,MATTERS OF PUBLIC IMPORTANCE,"the opposition leader's mendacity when it comes to the Mediscare campaign preying on the fears of vulnerable Australians. He also sits atop a bland, faceless monoculture which is the modern Labor Party, where virtue signalling is everything. You do not even have a conscience vote on same-sex marriage. In fact, you are so arrogant that you assume that every single Australian agrees with your position, which is why you deny them democracy and you deny them the plebiscite. It is nothing but scare tactics and slippery-slope arguments. It is a craven approach that you are taking. You are draining the life out of this Australian democracy. I would use the word 'vampiric'. In fact, I might even start walking the halls with a necklace of garlic to ward off these vampires who are killing this country.",111
Unknown,MATTERS OF PUBLIC IMPORTANCE,Opposition members interjecting Mr Stephen Jones: It went better in the shower.,111
Mr HASTIE,MATTERS OF PUBLIC IMPORTANCE,"Maybe it did, but the point remains: the PM is leading and the opposition leader is failing, and that is it.",111
The DEPUTY SPEAKER,MATTERS OF PUBLIC IMPORTANCE,"Before I call the next speaker, I remind members that if they are out of their designated places it is grossly disorderly to interject. The debate will continue in silence.",111
