document,topic,gamma
2015,16,4.699529816416333e-6
2004,16,2.7392852836449123e-8
2011,16,0.9999787258775205
1997,16,2.1356379401430891e-7
2005,16,1.6097264101160879e-6
2013,16,0.9999535034911591
1953,16,9.747996664575528e-7
1945,16,3.6054701145547703e-7
1918,16,1.8083613255716794e-7
1984,16,2.525467300156195e-7
1949,16,3.456122098636827e-7
1986,16,1.4740846988961303e-7
1944,16,2.605621346938673e-7
2010,16,0.9999804320720238
2001,16,3.623557096132376e-8
1929,16,2.024494880695976e-7
1996,16,6.231167617708154e-7
1988,16,5.990869962741227e-7
1950,16,2.8650060856304574e-7
1941,16,6.799076629358817e-7
1987,16,1.7599392785038154e-7
1915,16,3.635775525629665e-7
1927,16,1.3835026736435395e-6
1912,16,4.191315332525477e-7
1995,16,6.738392085242316e-7
1985,16,1.589055985744209e-7
1962,16,1.520133344248279e-6
2014,16,1.0674436927451708e-5
1940,16,5.681810606686484e-7
2016,16,1.3880147022284425e-5
2006,16,4.6205387429516825e-8
2012,16,0.9999726471572168
1910,16,1.1426296324471152e-6
1952,16,1.265283738820753e-6
1935,16,1.5084453224964204e-7
2000,16,4.940021793437235e-8
1994,16,6.654708916215562e-7
2002,16,5.762180271100428e-8
1920,16,2.8716277384847003e-7
1965,16,7.032541014036517e-7
1938,16,4.789609319344669e-7
1909,16,3.4330786858967894e-7
1978,16,4.6186715166590383e-07
1981,16,2.1798475391899057e-7
1964,16,5.064700369442357e-7
1992,16,1.9355551648218178e-6
1919,16,3.6117024656089584e-7
1932,16,3.9282078772008234e-7
1933,16,3.286636702816602e-7
1930,16,3.82247626135004e-7
1958,16,2.403919880386266e-6
1946,16,5.46984692218822e-7
1942,16,1.4824510404237524e-6
1982,16,5.557796190841967e-7
1989,16,8.196967578680262e-7
1975,16,1.8739409921206008e-6
1921,16,6.51056957180324e-7
1963,16,1.0788240704157547e-6
1931,16,2.380668203475807e-7
1906,16,6.49675607562479e-7
1991,16,8.387744342209443e-7
1905,16,3.0430423729801364e-6
1951,16,2.828146552285549e-7
1948,16,3.868356843897512e-7
1939,16,8.639623296167514e-7
1914,16,1.4230601746241222e-6
1924,16,9.620633214192228e-7
1969,16,5.844320189257185e-7
1993,16,7.499387067043924e-6
1904,16,3.2896892885724074e-7
1928,16,2.8331202532256566e-7
1973,16,4.186337475644827e-6
1901,16,3.880062128855649e-6
1911,16,1.372267180198497e-6
1979,16,3.317861188955925e-7
1972,16,1.3338035389594416e-6
1925,16,6.895603579552034e-7
1983,16,9.249082027298705e-7
1970,16,7.602656404321105e-7
1917,16,5.262180862940075e-7
1936,16,3.3428602315714466e-7
1977,16,4.527412405539598e-7
1955,16,2.1894782749070587e-7
1926,16,6.761003489989797e-7
1902,16,3.066700783756771e-6
1956,16,5.603464780296059e-7
1990,16,2.1900481386609797e-6
1916,16,6.653179385590559e-7
1922,16,3.234534944203801e-7
1947,16,4.789866138054276e-7
1908,16,9.883313014436166e-7
1957,16,2.7001523303896077e-6
1923,16,2.703336216934093e-6
1967,16,9.950588144236839e-7
1943,16,1.0929228951138746e-6
1961,16,1.0576987493538474e-6
1976,16,3.4584819091411393e-6
1959,16,1.4970110101226097e-6
1913,16,1.7766642526746162e-6
1954,16,3.7533602827484193e-7
1934,16,4.6396711531862606e-7
1966,16,1.9303047458859597e-06
1968,16,1.3637347790738734e-6
1974,16,7.706210477743841e-6
1937,16,1.8705561639318782e-6
2007,17,8.032623975430891e-7
2017,17,4.0200964652225206e-7
2009,17,6.508742630913041e-7
1903,17,7.352656860291195e-7
1999,17,3.2541150203086884e-7
2003,17,2.2721732329100727e-7
1998,17,5.417881968515394e-7
1907,17,2.1242311789401341e-7
2008,17,5.492036874750185e-7
2015,17,5.565500331677587e-7
2004,17,2.384708282515756e-7
2011,17,1.538288128571436e-6
1997,17,3.471461672037119e-7
2005,17,2.405758590713653e-6
2013,17,1.1680832819298653e-6
1953,17,0.6788998022515106
1945,17,0.9999540907352669
1918,17,7.267031634430364e-6
1984,17,2.7313128477671313e-7
1949,17,0.9999510929743975
1986,17,8.688346535306952e-7
1944,17,0.9999343991570364
2010,17,7.757594222755554e-7
2001,17,3.271344752313873e-7
1929,17,1.2517803841158936e-6
1996,17,1.1914683731224014e-6
1988,17,1.8349098676371618e-6
1950,17,0.0511270820785667
1941,17,0.9179214015628284
1987,17,8.409147566678139e-7
1915,17,1.665269733878273e-5
1927,17,3.015534812861784e-6
1912,17,2.436755844093538e-6
1995,17,6.6857477680147e-7
1985,17,7.2231522260288e-7
1962,17,0.49032419629410556
2014,17,1.4787219423688304e-6
1940,17,0.2976846384202972
2016,17,3.3452994965181274e-6
2006,17,3.663632820973978e-7
2012,17,9.630117951326585e-7
1910,17,2.2649733999595952e-6
1952,17,3.587087828167438e-5
1935,17,3.2400761238019983e-6
2000,17,4.2262319606400007e-7
1994,17,1.1649089690789537e-6
2002,17,4.846574479020584e-7
1920,17,1.747616121226384e-5
1965,17,5.969720785962327e-6
1938,17,0.07525444648413038
1909,17,2.021743684701564e-6
1978,17,1.6391700564571233e-6
1981,17,4.485372899722844e-7
1964,17,2.9342436034045274e-5
1992,17,4.3847624021249416e-5
1919,17,2.5088776249725544e-5
1932,17,9.152438363997475e-6
1933,17,6.485436462973515e-6
1930,17,1.175033018283437e-6
1958,17,0.45062789299517775
1946,17,0.9999327030782303
1942,17,0.9442377483947958
1982,17,4.021863616946584e-7
1989,17,1.2285877674036262e-6
1975,17,1.054175748170983e-5
1921,17,3.000601257944469e-5
1963,17,5.2756761233036446e-5
1931,17,1.2091148804491244e-6
1906,17,9.261387395608897e-7
1991,17,1.4482216128090827e-6
1905,17,1.7830062803015071e-6
1951,17,2.585447687311471e-5
1948,17,0.999948968079469
1939,17,0.13751441106497225
1914,17,2.1476759607290062e-5
1924,17,5.306921959432205e-6
1969,17,2.734934926772029e-6
1993,17,1.7411180565380696e-6
1904,17,1.1792705304892398e-6
1928,17,1.3388973222474815e-6
1973,17,2.2316101893236674e-5
1901,17,1.8423672015570663e-6
1911,17,2.0032412691060488e-6
1979,17,4.6898554142894896e-7
1972,17,1.7880196918678598e-6
1925,17,1.5324226043981253e-5
1983,17,1.7616267669059861e-6
1970,17,2.646079989813015e-6
1917,17,2.974164745154684e-5
1936,17,8.017687386291656e-6
1977,17,6.659985532276665e-7
1955,17,2.3389162175114093e-5
1926,17,1.9621747851546745e-6
1902,17,8.477874875410555e-6
1956,17,2.2065664802571652e-5
1990,17,1.3501741325175964e-6
1916,17,4.052716316714116e-5
1922,17,2.7187647708377214e-5
1947,17,0.9999331724221431
1908,17,1.1568423202833832e-5
1957,17,0.059588093488043295
1923,17,4.5117362831821136e-5
1967,17,5.468308406423232e-6
1943,17,0.9997028189352938
1961,17,1.7712532417460643e-5
1976,17,5.147676736906956e-5
1959,17,2.6792988939676068e-5
1913,17,3.0226357711767266e-5
1954,17,2.9005595718258324e-5
1934,17,1.0103674933936381e-5
1966,17,1.6228243402795607e-5
1968,17,1.103588634898083e-5
1974,17,1.8075616458909045e-5
1937,17,3.248600749082302e-4
2007,18,2.6370790541557306e-6
2017,18,4.0756287084934335e-7
2009,18,4.061820978151685e-6
1903,18,2.443552769399455e-7
1999,18,3.1798639678460853e-7
2003,18,0.9999887747116623
1998,18,5.010542901659152e-7
1907,18,2.0397891504054142e-7
2008,18,1.0446325021719734e-6
2015,18,4.605559589791008e-7
2004,18,0.9999864624277337
2011,18,1.4156476672227978e-8
1997,18,3.9663024283514325e-7
2005,18,6.211827111236678e-6
2013,18,6.296477548941549e-8
1953,18,4.161092592040312e-7
1945,18,1.8678056158501573e-7
1918,18,4.3537753129848326e-7
1984,18,2.523837695385723e-7
1949,18,2.196022396852428e-7
1986,18,7.13600709825502e-8
1944,18,1.8191372257328902e-7
2010,18,6.89276144145945e-8
2001,18,0.9999765597871094
1929,18,1.910502099080218e-7
1996,18,9.390258589337317e-7
1988,18,3.207947998703044e-6
1950,18,1.342860311420978e-7
1941,18,8.944902784807561e-7
1987,18,9.58628516164017e-8
1915,18,8.660629795263649e-7
1927,18,7.243700192672902e-7
1912,18,2.608662847558193e-7
1995,18,3.2258858460583737e-6
1985,18,9.126932630121963e-8
1962,18,9.424949015167819e-7
2014,18,1.16416752964943e-6
1940,18,8.029508224732973e-7
2016,18,2.196922501277869e-6
2006,18,0.999981760638945
2012,18,5.2819005024785424e-8
1910,18,7.911331655401017e-7
1952,18,4.813003689176315e-7
1935,18,1.7230848533990672e-7
2000,18,0.9999710364312933
1994,18,2.756113467509834e-6
2002,18,0.999979193138208
1920,18,7.014975654219302e-7
1965,18,9.138273398275174e-7
1938,18,4.571118536713664e-7
1909,18,2.692821445111158e-7
1978,18,3.4011160674685446e-7
1981,18,2.414267694193148e-7
1964,18,5.528210770750927e-7
1992,18,1.2473333876247848e-6
1919,18,7.86162632878067e-7
1932,18,4.842396506835306e-7
1933,18,4.764972102333968e-7
1930,18,2.562672813968763e-7
1958,18,1.0167154961254937e-6
1946,18,2.4483483468136025e-7
1942,18,1.4661389658867997e-6
1982,18,3.7082430862983574e-7
1989,18,5.337011818823614e-7
1975,18,1.3272535240342228e-6
1921,18,7.317119523357038e-7
1963,18,1.23843119711403e-6
1931,18,1.815864516182225e-7
1906,18,6.515938804286774e-7
1991,18,3.2875669967455027e-6
1905,18,3.135146474536402e-6
1951,18,1.6163765179346644e-7
1948,18,2.8974348910637876e-7
1939,18,1.2445079626293592e-6
1914,18,1.4545874951985514e-6
1924,18,6.144682878260871e-7
1969,18,7.31856956522834e-7
1993,18,4.296584611449084e-6
1904,18,4.985439293248744e-7
1928,18,2.3433760852247205e-7
1973,18,2.9231548219280162e-6
1901,18,4.292805723275246e-6
1911,18,9.044144895503745e-7
1979,18,3.215971024732095e-7
1972,18,1.2938797096191804e-6
1925,18,8.031409129228761e-7
1983,18,5.943186397350846e-7
1970,18,1.0244148089153847e-6
1917,18,1.4333889342485923e-6
1936,18,5.521061281137552e-7
1977,18,4.452230456976904e-7
1955,18,2.3197421337355602e-7
1926,18,5.139747987952492e-7
1902,18,6.62051675953537e-6
1956,18,5.46135114685494e-7
1990,18,5.022207632993719e-7
1916,18,1.8136897330360775e-6
1922,18,7.475085251163281e-7
1947,18,2.0019035078419077e-7
1908,18,1.3084779751935334e-6
1957,18,1.8482721912457422e-6
1923,18,2.6644188964453168e-6
1967,18,1.2097569992182895e-6
1943,18,6.8028651549494e-7
1961,18,9.239132338217623e-7
1976,18,2.4551562773111333e-6
1959,18,1.3127753852364816e-6
1913,18,2.3925480634007947e-6
1954,18,4.185411206217702e-7
1934,18,5.263553824709707e-7
1966,18,2.0699942592111163e-6
1968,18,1.4497643809681979e-6
1974,18,4.183623317709905e-6
1937,18,2.7223252135342254e-6
2007,19,3.0243728453582007e-7
2017,19,1.217526819067886e-7
2009,19,3.118406306648962e-7
1903,19,2.406481321673079e-6
1999,19,2.1547848585756724e-7
2003,19,1.726802218951187e-7
1998,19,2.8607723688016603e-7
1907,19,2.8411069601094104e-6
2008,19,2.2684612557021932e-7
2015,19,1.761045830411375e-7
2004,19,1.9949140006998532e-7
2011,19,4.628523951238476e-7
1997,19,3.3242028019748887e-7
2005,19,9.80850179910641e-7
2013,19,6.206717267989909e-7
1953,19,3.980167912506786e-6
1945,19,8.312773391176024e-7
1918,19,4.793040084608511e-6
1984,19,3.0485404360553897e-7
1949,19,7.403504301818745e-7
1986,19,5.843507870245243e-7
1944,19,1.2778787785467966e-6
2010,19,4.971388685592982e-7
2001,19,3.917817416971852e-7
1929,19,0.9999600306176322
1996,19,5.46249327889208e-7
1988,19,9.079708334404138e-7
1950,19,1.071857249315294e-6
1941,19,1.6134903690010232e-5
1987,19,4.586924164558842e-7
1915,19,1.1957911571228106e-5
1927,19,9.337671757772664e-6
1912,19,2.487069983284224e-5
1995,19,3.56575000288086e-7
1985,19,4.805152049850387e-7
1962,19,9.239812950784859e-7
2014,19,7.570052257193989e-7
1940,19,1.5640319319221688e-5
2016,19,9.40645772809463e-7
2006,19,2.4082326576070197e-7
2012,19,3.7092428025515057e-7
1910,19,1.5131024804222307e-5
1952,19,1.1994600377177607e-5
1935,19,3.3622261709119547e-6
2000,19,2.913894543057111e-7
1994,19,4.330843500974847e-7
2002,19,3.8924669916957055e-7
1920,19,1.724969069959746e-5
1965,19,8.086051762882229e-7
1938,19,1.2076408034112226e-5
1909,19,5.002264019670778e-6
1978,19,9.125057093493051e-7
1981,19,8.368710677671976e-7
1964,19,1.3676469458990287e-6
1992,19,2.988553603917471e-6
1919,19,7.198154893171425e-5
1932,19,2.4955727108229587e-5
1933,19,1.1408099913121979e-5
1930,19,0.9999485719945436
1958,19,1.8059171544236375e-6
1946,19,1.2745473978876574e-6
1942,19,3.12656529629388e-5
1982,19,2.366345822109661e-6
1989,19,7.868955335485155e-7
1975,19,1.5736315066749708e-5
1921,19,4.804197657143397e-5
1963,19,4.91558941478534e-6
1931,19,0.9999640682835103
1906,19,1.572843337010512e-5
1991,19,8.237363561474505e-7
1905,19,9.196063833383007e-6
1951,19,0.022878303702689232
1948,19,6.594480768363708e-7
1939,19,2.1665507472999817e-5
1914,19,0.10882280485928086
1924,19,1.1010383223856136e-5
1969,19,3.4374327129188124e-7
1993,19,2.658967336993337e-6
1904,19,5.349776242771047e-6
1928,19,0.9999426029917929
1973,19,7.596357102897229e-6
1901,19,3.274165891948531e-6
1911,19,0.03837190646866042
1979,19,1.0027649885383714e-6
1972,19,6.151790258623824e-7
1925,19,0.997318814997549
1983,19,1.3311407624530785e-6
1970,19,3.723783665607225e-7
1917,19,2.1006351976126927e-5
1936,19,1.0482014467222863e-5
1977,19,1.2117991464544074e-6
1955,19,1.8344376206790098e-6
1926,19,0.9998846816923075
1902,19,6.613964407100324e-6
1956,19,7.195402427556038e-6
1990,19,8.964628839782455e-7
1916,19,2.61417423281842e-5
1922,19,2.3298151491849968e-5
1947,19,1.5335199155380012e-6
1908,19,2.4567481848134042e-5
1957,19,4.029442478282708e-6
1923,19,0.021193505867707414
1967,19,7.769394338615145e-7
1943,19,5.716124859396123e-6
1961,19,3.6219385135048577e-6
1976,19,1.3696477695899571e-5
1959,19,6.053755168347793e-6
1913,19,6.674501676315736e-5
1954,19,2.9105843030179135e-6
1934,19,1.0056081911055978e-5
1966,19,1.7372665145469416e-6
1968,19,1.785847467225134e-6
1974,19,5.03798564149727e-6
1937,19,2.2809678651347506e-5
2007,20,1.5660947890692068e-6
2017,20,6.874488347274307e-7
2009,20,2.1938226304765503e-6
1903,20,2.2707951879463983e-6
1999,20,1.782839220115739e-6
2003,20,3.30060209432371e-6
1998,20,2.002946941313201e-6
1907,20,7.323565508438416e-6
2008,20,1.2207529367877967e-6
2015,20,9.201397856998327e-7
2004,20,4.065631284770177e-6
2011,20,1.7811749420675915e-6
1997,20,4.673031372936086e-6
2005,20,5.765062248477643e-6
2013,20,1.3702633456689533e-6
1953,20,1.0485009877714319e-5
1945,20,2.8974370026976195e-6
1918,20,1.755575148359992e-6
1984,20,7.790703408276334e-7
1949,20,7.061034530526611e-6
1986,20,1.5478910975298856e-6
1944,20,2.6595444192138004e-6
2010,20,1.5932828173058082e-6
2001,20,5.974402248276766e-6
1929,20,2.7285812858089607e-6
1996,20,4.090931297122053e-6
1988,20,4.026234282012812e-6
1950,20,3.347471648790502e-6
1941,20,1.3077923907258294e-5
1987,20,1.2664820025023704e-6
1915,20,4.163080382339305e-6
1927,20,9.614308551365794e-6
1912,20,4.227022126726981e-6
1995,20,1.8712811463540324e-6
1985,20,1.7469485678957124e-6
1962,20,9.547576225168958e-6
2014,20,2.0642745398626018e-6
1940,20,1.1680242141995674e-5
2016,20,4.2798840637522514e-6
2006,20,5.403055693148418e-6
2012,20,4.020722178215739e-6
1910,20,8.532471901025144e-6
1952,20,8.00316302490436e-6
1935,20,1.7179165842609555e-6
2000,20,5.582839098339413e-6
1994,20,2.1600826548873338e-6
2002,20,4.070364100131214e-6
1920,20,3.26737944424786e-6
1965,20,3.7669107831726356e-6
1938,20,7.42668367641416e-6
1909,20,3.919003583276022e-6
1978,20,2.283352306201358e-6
1981,20,1.6139492604461493e-6
1964,20,3.657423625879385e-6
1992,20,2.8134050461674497e-5
1919,20,4.561722198369785e-6
1932,20,7.109700573699882e-6
1933,20,7.410572535209802e-6
1930,20,3.932984337745409e-6
1958,20,1.4314823796802452e-5
1946,20,3.855179309387291e-6
1942,20,1.5348422283858674e-5
1982,20,2.0739919614723703e-6
1989,20,3.617439346436977e-6
1975,20,1.9140883550502232e-5
1921,20,2.1172977981128155e-5
1963,20,1.0728153760517295e-5
1931,20,2.262412509025352e-6
1906,20,2.2203567577780552e-5
1991,20,3.406371684022919e-6
1905,20,3.42622876954321e-5
1951,20,4.585324202636851e-6
1948,20,5.068090782422019e-6
1939,20,1.5121301391276489e-5
1914,20,2.6774482037189385e-5
1924,20,5.142149665899049e-6
1969,20,1.9435060007533412e-6
1993,20,1.3744366006845963e-5
1904,20,7.924712371588741e-6
1928,20,4.110781581815219e-6
1973,20,1.863877676004906e-5
1901,20,1.516946376607423e-5
1911,20,3.082445107202424e-5
1979,20,2.041545782338205e-6
1972,20,3.4730749566832545e-6
1925,20,8.788467789090602e-6
1983,20,3.023629711221308e-6
1970,20,2.2881752007194653e-6
1917,20,5.949882205233252e-6
1936,20,6.861455116599475e-6
1977,20,2.6708975956040518e-6
1955,20,3.6400213980406523e-6
1926,20,8.435533009856092e-6
1902,20,0.9998937651699897
1956,20,6.894153200626311e-6
1990,20,4.296960842942513e-6
1916,20,7.398771778168657e-6
1922,20,2.7654841794122526e-6
1947,20,3.877923174457912e-6
1908,20,2.8778780211646027e-5
1957,20,2.4230631710574418e-5
1923,20,3.52317020837622e-5
1967,20,3.956731776935378e-6
1943,20,7.923055719334815e-6
1961,20,8.080101384158085e-6
1976,20,3.0221643497682638e-5
1959,20,1.0861408367335412e-5
1913,20,2.817000677862385e-5
1954,20,5.049251685596029e-6
1934,20,5.090980781549211e-6
1966,20,7.86498196666631e-6
1968,20,4.98343540559449e-6
1974,20,2.1768763451456522e-5
1937,20,3.0200808875878467e-5
