uniqueID,surname,allOtherNames,firstName,commonName,earlierOrLaterNames,title,gender,birthDate,birthYear,birthMonth,birthDay,deathDate,deathYear,deathMonth,deathDay,comments,wikipedia,adb
chamberscyril1943,Chambers,Cyril,Cyril,NA,NA,NA,male,1897-02-28,1897,2,28,1975-10-03,1975,10,3,NA,NA,NA
championnicholas2007,Champion,Nicholas David,Nicholas,NA,NA,NA,male,1972-02-27,1972,2,27,NA,NA,NA,NA,NA,NA,NA
chaneyfred1955,Chaney,Frederick Charles,Frederick,Fred,NA,NA,male,1914-10-12,1914,10,12,2001-12-17,2001,12,17,NA,NA,NA
chaneyfrederick1990,Chaney,Frederick Michael,Frederick,NA,NA,NA,male,1941-10-28,1941,10,28,NA,NA,NA,NA,NA,NA,NA
chanterjohn1901,Chanter,John Moore,John,NA,NA,NA,male,1845-02-11,1845,2,11,1931-03-09,1931,3,9,NA,NA,NA
chapmanaustin1901,Chapman,Austin,Austin,NA,Later Sir Austin,NA,male,1864-07-10,1864,7,10,1926-01-12,1926,1,12,NA,NA,NA
chapmangrant1975,Chapman,Hedley Grant Pearson,Hedley,Grant,NA,NA,male,1949-04-27,1949,4,27,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Grant_Chapman,NA
charlesdavid1980,Charles,David Ernest,David,NA,NA,NA,male,1948-03-02,1948,3,2,NA,NA,NA,NA,NA,NA,NA
charlesrobert1990,Charles,Robert Edwin,Robert,NA,NA,NA,male,1936-07-24,1936,7,24,2016-04-17,2016,4,17,NA,NA,NA
charlesworthrichard1983,Charlesworth,Richard Ian,Richard,NA,NA,NA,male,1952-02-06,1952,2,6,NA,NA,NA,NA,NA,NA,NA
charltonmatthew1910,Charlton,Matthew,Matthew,NA,NA,NA,male,1866-03-15,1866,3,15,1948-12-08,1948,12,8,NA,NA,NA
cheesemandarren2007,Cheeseman,Darren Leicester,Darren,NA,NA,NA,male,1976-06-08,1976,6,8,NA,NA,NA,NA,NA,NA,NA
chesterdarren2008,Chester,Darren Jeffrey,Darren,NA,NA,NA,male,1967-09-13,1967,9,13,NA,NA,NA,NA,NA,NA,NA
chesterslisa2013,Chesters,Lisa Marie,Lisa,NA,NA,NA,female,1980-02-11,1980,2,11,NA,NA,NA,NA,NA,NA,NA
chifleyben1928,Chifley,Joseph Benedict,Joseph,Ben,NA,NA,male,1885-09-22,1885,9,22,1951-06-13,1951,6,13,NA,NA,NA
childjoan1974,Child,Gloria Joan Liles,Gloria,Joan,NA,NA,female,1921-08-03,1921,8,3,2013-02-23,2013,2,23,NA,NA,NA
chippdon1960,Chipp,Donald Leslie,Donald,Don,NA,NA,male,1925-08-21,1925,8,21,2006-08-28,2006,8,28,NA,NA,NA
chresbyarthur1958,Chresby,Arthur Albert,Arthur,NA,NA,NA,male,1908-02-06,1908,2,6,1985-08-25,1985,8,25,NA,NA,NA
christensengeorge2010,Christensen,George Robert,George,NA,NA,NA,male,1978-06-30,1978,6,30,NA,NA,NA,NA,NA,NA,NA
chynowethrobert1983,Chynoweth,Robert Leslie,Robert,NA,NA,NA,male,1941-06-07,1941,6,7,NA,NA,NA,NA,NA,NA,NA
ciobosteven2001,Ciobo,Steven Michele,Steven,NA,NA,NA,male,1974-05-29,1974,5,29,NA,NA,NA,NA,NA,NA,NA
clarejason2007,Clare,Jason Dean,Jason,NA,NA,NA,male,1972-03-22,1972,3,22,NA,NA,NA,NA,NA,NA,NA
clareypercy1949,Clarey,Percy James,Percy,NA,NA,NA,male,1890-01-20,1890,1,20,1960-05-17,1960,5,17,NA,NA,NA
clarkjoseph1934,Clark,Joseph James,Joseph,NA,NA,NA,male,1897-07-29,1897,7,29,1992-12-09,1992,12,9,NA,NA,NA
clarkefrancis1901,Clarke,Francis,Francis,NA,NA,NA,male,1857-03-25,1857,3,25,1939-04-18,1939,4,18,NA,https://en.wikipedia.org/wiki/Francis_Clarke,NA
clasbyjohn1931,Clasby,John Joseph,John,NA,NA,NA,male,NA,1891,NA,NA,1932-01-15,1932,1,15,Died before taking seat,NA,NA
claylionel1958,Clay,Lionel Daniel,Lionel,NA,NA,NA,male,NA,1900,NA,NA,1965-04-16,1965,4,16,NA,NA,NA
claydonsharon2013,Claydon,Sharon Catherine,Sharon,NA,NA,NA,female,1964-04-26,1964,4,26,NA,NA,NA,NA,NA,NA,NA
claytongareth1974,Clayton,Gareth,Gareth,NA,NA,NA,male,1942-02-03,1942,2,3,2010-07-01,2010,7,1,NA,NA,NA
clearyphilip1992,Cleary,Philip Ronald,Philip,NA,NA,NA,male,1952-12-08,1952,12,8,NA,NA,NA,NA,Election declared void.,NA,NA
cleaverrichard1955,Cleaver,Richard,Richard,NA,NA,NA,male,1917-08-16,1917,8,16,2006-10-25,2006,10,25,NA,NA,NA
cleelandpeter1984,Cleeland,Peter Robert,Peter,NA,NA,NA,male,1938-05-31,1938,5,31,2007-09-16,2007,9,16,NA,NA,NA
coatesjohn1972,Coates,John,John,NA,NA,NA,male,1944-03-23,1944,3,23,NA,NA,NA,NA,NA,NA,NA
cobbjohn2001,Cobb,John Kenneth,John,NA,NA,NA,male,1950-02-11,1950,2,11,NA,NA,NA,NA,NA,NA,NA
cobbmichael1984,Cobb,Michael Roy,Michael,NA,NA,NA,male,1945-03-16,1945,3,16,NA,NA,NA,NA,NA,NA,NA
cocklejohn1961,Cockle,John Simon,John,NA,NA,NA,male,1908-09-29,1908,9,29,1966-08-03,1966,8,3,NA,NA,NA
cohenbarry1969,Cohen,Barry,Barry,NA,NA,NA,male,1935-04-03,1935,4,3,NA,NA,NA,NA,NA,NA,NA
colemandavid2013,Coleman,David Bernard,David,NA,NA,NA,male,1974-03-05,1974,3,5,NA,NA,NA,NA,NA,NA,NA
colemanpercy1922,Coleman,Percy Edmund,Percy,NA,NA,NA,male,1892-10-20,1892,10,20,1934-05-25,1934,5,25,NA,NA,NA
colemanwilliam1981,Coleman,William Peter,William,NA,NA,NA,male,1928-12-15,1928,12,15,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Peter_Coleman,NA
colesarthur1940,Coles,Arthur William,Arthur,NA,NA,NA,male,1892-08-07,1892,8,7,1982-06-14,1982,6,14,NA,NA,NA
collardfrederick1961,Collard,Frederick Walter,Frederick,NA,NA,NA,male,1912-06-06,1912,6,6,1986-12-01,1986,12,1,NA,NA,NA
collinsjulie2007,Collins,Julie Maree,Julie,NA,NA,NA,female,1971-07-03,1971,7,3,NA,NA,NA,NA,NA,NA,NA
collinsmaurice1928,Collins,Maurice,Maurice,NA,NA,NA,male,NA,1878,NA,NA,1945-08-09,1945,8,9,NA,NA,NA
collinsthomas1931,Collins,Thomas Joseph,Thomas,NA,NA,NA,male,1886-04-06,1886,4,6,1945-04-15,1945,4,15,NA,NA,NA
comberjack1961,Comber,Jack,Jack,NA,NA,NA,male,1919-04-15,1919,4,15,1992-10-23,1992,10,23,NA,NA,NA
combetgregory2007,Combet,Gregory Ivan,Gregory,NA,NA,NA,male,1958-04-28,1958,4,28,NA,NA,NA,NA,NA,NA,NA
conelanwilliam1939,Conelan,William Patrick,William,NA,NA,NA,male,1895-12-23,1895,12,23,1983-02-28,1983,2,28,NA,NA,NA
connollydavid1974,Connolly,David Miles,David,NA,NA,NA,male,1939-07-20,1939,7,20,NA,NA,NA,NA,NA,NA,NA
connorrex1963,Connor,Reginald Francis Xavier,Reginald,Rex,NA,NA,male,1907-01-20,1907,1,20,1977-08-22,1977,8,22,NA,NA,NA
conquestbryan1984,Conquest,Bryan Joseph,Bryan,NA,NA,NA,male,1930-07-20,1930,7,20,NA,NA,NA,NA,NA,NA,NA
conroyalfred1901,Conroy,Alfred Hugh Beresford,Alfred,NA,NA,NA,male,1863-04-07,1863,4,7,1920-11-28,1920,11,28,NA,NA,NA
conroypatrick2013,Conroy,Patrick Martin,Patrick,NA,NA,NA,male,1979-05-10,1979,5,10,NA,NA,NA,NA,NA,NA,NA
considinemichael1917,Considine,Michael Patrick,Michael,NA,NA,NA,male,NA,1885,NA,NA,1959-11-02,1959,11,2,NA,NA,NA
cookjames1901,Cook,James Newton Haxton Hume,James,NA,NA,NA,male,1866-09-23,1866,9,23,1942-08-07,1942,8,7,NA,NA,NA
cookjoseph1901,Cook,Joseph,Joseph,NA,Later Sir Joseph,NA,male,1860-12-07,1860,12,7,1947-07-30,1947,7,30,NA,https://en.wikipedia.org/wiki/Joseph_Cook,NA
cookrobert1919,Cook,Robert,Robert,NA,NA,NA,male,1868-04-18,1868,4,18,1930-05-21,1930,5,21,NA,NA,NA
cookenelson1972,Cooke,Nelson Marshall,Nelson,NA,NA,NA,male,1938-03-04,1938,3,4,NA,NA,NA,NA,NA,NA,NA
cookesamuel1901,Cooke,Samuel Winter,Samuel,NA,NA,NA,male,1847-03-12,1847,3,12,1929-06-26,1929,6,26,NA,NA,NA
coonjabez1906,Coon,Jabez,Jabez,NA,NA,NA,male,NA,1869,NA,NA,1935-04-15,1935,4,15,NA,NA,NA
copejames1955,Cope,James Francis,James,NA,NA,NA,male,1907-11-26,1907,11,26,1999-02-03,1999,2,3,NA,NA,NA
corbettjames1966,Corbett,James,James,NA,NA,NA,male,1908-07-17,1908,7,17,2005-03-03,2005,3,3,NA,NA,NA
corboyedwin1918,Corboy,Edwin Wilkie,Edwin,NA,NA,NA,male,1896-08-24,1896,8,24,1950-08-06,1950,8,6,NA,NA,NA
corcoranann2000,Corcoran,Ann Kathleen,Ann,NA,NA,NA,female,1951-09-21,1951,9,21,NA,NA,NA,NA,NA,NA,NA
corserbernard1928,Corser,Bernard Henry,Bernard,NA,NA,NA,male,NA,1882,NA,NA,1967-12-15,1967,12,15,NA,NA,NA
corseredward1915,Corser,Edward Bernard Cresset,Edward,NA,NA,NA,male,NA,1852,NA,NA,1928-07-31,1928,7,31,NA,NA,NA
costadominic1949,Costa,Dominic Eric,Dominic,NA,NA,NA,male,1900-12-10,1900,12,10,1976-09-23,1976,9,23,NA,NA,NA
costellopeter1990,Costello,Peter Howard,Peter,NA,NA,NA,male,1957-08-14,1957,8,14,NA,NA,NA,NA,NA,NA,NA
cotterjohn1975,Cotter,John Francis,John,NA,NA,NA,male,1935-03-21,1935,3,21,NA,NA,NA,NA,NA,NA,NA
coultonmark2007,Coulton,Mark Maclean,Mark,NA,NA,NA,male,1958-02-03,1958,2,3,NA,NA,NA,NA,NA,NA,NA
courticebrian1987,Courtice,Brian William,Brian,NA,NA,NA,male,1950-04-17,1950,4,17,NA,NA,NA,NA,NA,NA,NA
courtnayfrank1958,Courtnay,Frank,Frank,NA,NA,NA,male,1903-06-06,1903,6,6,1980-03-31,1980,3,31,NA,NA,NA
couttswilfred1954,Coutts,Wilfred Charles,Wilfred,NA,NA,NA,male,1908-06-10,1908,6,10,1997-11-04,1997,11,4,NA,NA,NA
cowandavid1980,Cowan,David Bruce,David,NA,NA,NA,male,1926-01-15,1926,1,15,2011-04-07,2011,4,7,NA,NA,NA
coxdavid1998,Cox,David Alexander,David,NA,NA,NA,male,1954-08-01,1954,8,1,NA,NA,NA,NA,NA,NA,NA
cramerjohn1949,Cramer,John Oscar,John,NA,Later Sir John,NA,male,1897-02-18,1897,2,18,1994-05-18,1994,5,18,NA,NA,NA
crawfordmary1987,Crawford,Mary Catherine,Mary,NA,NA,NA,female,1947-04-12,1947,4,12,NA,NA,NA,NA,NA,NA,NA
creanfrank1951,Crean,Frank,Frank,NA,NA,NA,male,1916-02-28,1916,2,28,2008-12-02,2008,12,2,NA,NA,NA
creansimon1990,Crean,Simon Findlay,Simon,NA,NA,NA,male,1949-02-26,1949,2,26,NA,NA,NA,NA,NA,NA,NA
cremeanjohn1949,Cremean,John Lawrence,John,NA,NA,NA,male,1907-01-26,1907,1,26,1982-08-11,1982,8,11,NA,NA,NA
crewtherchris2016,Crewther,Christopher John,Christopher,Chris,NA,NA,male,1983-08-06,1983,8,6,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Chris_Crewther,NA
crookanthony2010,Crook,Anthony John,Anthony,NA,NA,NA,male,1959-06-23,1959,6,23,NA,NA,NA,NA,NA,NA,NA
crosiojanice1990,Crosio,Janice Anne,Janice,NA,NA,NA,female,1939-01-03,1939,1,3,NA,NA,NA,NA,NA,NA,NA
crossmanfred1961,Cross,Manfred Douglas,Manfred,NA,NA,NA,male,1929-08-12,1929,8,12,NA,NA,NA,NA,NA,NA,NA
crouchrichard1901,Crouch,Richard Armstrong,Richard,NA,NA,NA,male,1868-06-19,1868,6,19,1949-04-08,1949,4,8,NA,NA,NA
cruickshankgeorge1901,Cruickshank,George Alexander,George,NA,NA,NA,male,NA,1853,NA,NA,1904-04-12,1904,4,12,NA,NA,NA
culleycharles1928,Culley,Charles Ernest,Charles,NA,NA,NA,male,1877-04-16,1877,4,16,1949-06-10,1949,6,10,NA,NA,NA
culpinmillice1903,Culpin,Millice,Millice,NA,NA,NA,male,1846-12-01,1846,12,1,1941-09-01,1941,9,1,NA,NA,NA
cunninghambarry1980,Cunningham,Barry Thomas,Barry,NA,NA,NA,male,1939-10-26,1939,10,26,NA,NA,NA,NA,NA,NA,NA
cunninghamlucien1919,Cunningham,Lucien Lawrence,Lucien,NA,NA,NA,male,NA,1889,NA,NA,1948-03-23,1948,3,23,NA,NA,NA
curtindaniel1949,Curtin,Daniel James,Daniel,NA,NA,NA,male,1898-02-04,1898,2,4,1980-02-04,1980,2,4,NA,NA,NA
curtinjohn1928,Curtin,John Joseph Ambrose,John,NA,NA,NA,male,1885-01-08,1885,1,8,1945-07-05,1945,7,5,NA,NA,NA
cusackjohn1929,Cusack,John Joseph,John,NA,NA,NA,male,NA,1867,NA,NA,1956-09-08,1956,9,8,NA,NA,NA
dalyfred1943,Daly,Frederick Michael,Frederick,Fred,NA,NA,male,1912-06-13,1912,6,13,1995-08-02,1995,8,2,NA,NA,NA
danbymichael1998,Danby,Michael David,Michael,NA,NA,NA,male,1955-02-16,1955,2,16,NA,NA,NA,NA,NA,NA,NA
dankelgeorge1913,Dankel,George,George,NA,NA,NA,male,1864-03-06,1864,3,6,1926-05-31,1926,5,31,NA,NA,NA
dargavelsteven1997,Dargavel,Steven John,Steven,NA,NA,NA,male,1966-06-10,1966,6,10,NA,NA,NA,NA,NA,NA,NA
darlingelaine1980,Darling,Elaine Elizabeth,Elaine,NA,NA,NA,female,1936-06-06,1936,6,6,NA,NA,NA,NA,NA,NA,NA
dathyvette2007,D'Ath,Yvette Maree,Yvette,NA,NA,NA,female,1970-07-26,1970,7,26,NA,NA,NA,NA,NA,NA,NA
davidsoncharles1946,Davidson,Charles William,Charles,NA,NA,NA,male,1897-09-14,1897,9,14,1985-11-29,1985,11,29,NA,NA,NA
daviesronald1958,Davies,Ronald,Ronald,NA,NA,NA,male,1919-07-25,1919,7,25,1980-06-05,1980,6,5,NA,NA,NA
davieswilliam1949,Davies,William,William,NA,NA,NA,male,NA,1884,NA,NA,1956-02-17,1956,2,17,NA,NA,NA
davisfrancis1949,Davis,Francis John,Francis,NA,NA,NA,male,1900-04-13,1900,4,13,1980-02-28,1980,2,28,NA,https://en.wikipedia.org/wiki/Frank_Davis_(Australian_politician),NA
dawkinsjohn1974,Dawkins,John Sydney,John,NA,NA,NA,male,1947-03-02,1947,3,2,NA,NA,NA,NA,NA,NA,NA
deahmmaggie1993,Deahm,Margaret Joan,Margaret,Maggie,NA,NA,female,1938-10-31,1938,10,31,NA,NA,NA,NA,NA,NA,NA
deakinalfred1901,Deakin,Alfred,Alfred,NA,NA,NA,male,1856-08-03,1856,8,3,1919-10-07,1919,10,7,NA,NA,NA
deangordon1977,Dean,Arthur Gordon,Arthur,Gordon,NA,NA,male,1942-06-13,1942,6,13,NA,NA,NA,NA,NA,NA,NA
deanroger1949,Dean,Roger Levinge,Roger,NA,NA,NA,male,1913-12-10,1913,12,10,1998-01-07,1998,1,7,NA,NA,NA
debusrobert2007,Debus,Robert John,Robert,NA,NA,NA,male,1943-09-16,1943,9,16,NA,NA,NA,NA,NA,NA,NA
dedmanjohn1940,Dedman,John Johnstone,John,NA,NA,NA,male,1896-06-02,1896,6,2,1973-11-22,1973,11,22,NA,NA,NA
deinadam1931,Dein,Adam Kemball,Adam,NA,NA,NA,male,NA,1889,NA,NA,1969-05-09,1969,5,9,NA,NA,NA
dennissamuel1931,Dennis,Samuel,Samuel,NA,NA,NA,male,1870-03-26,1870,3,26,1945-01-28,1945,1,28,NA,NA,NA
devineleonard1963,Devine,Leonard Thomas,Leonard,NA,NA,NA,male,1923-10-14,1923,10,14,2008-05-29,2008,5,29,NA,NA,NA
dickmilton2016,Dick,Dugald Milton,Dugald,Milton,NA,NA,male,1972-07-21,1972,7,21,NA,NA,NA,NA,NA,NA,NA
dobiedon1966,Dobie,James Donald Mathieson,James,Don,NA,NA,male,1927-07-28,1927,7,28,1996-11-25,1996,11,25,NA,NA,NA
doddpeter1993,Dodd,Peter George,Peter,NA,NA,NA,male,1953-10-31,1953,10,31,NA,NA,NA,NA,NA,NA,NA
dondasnicholas1996,Dondas,Nicholas Manuel,Nicholas,NA,NA,NA,male,1939-10-26,1939,10,26,NA,NA,NA,NA,NA,NA,NA
downeralexander1984,Downer,Alexander John Gosse,Alexander,NA,NA,NA,male,1951-09-09,1951,9,9,NA,NA,NA,NA,NA,NA,NA
downeralexander1949,Downer,Alexander Russell,Alexander,NA,NA,NA,male,1910-04-07,1910,4,7,1981-03-30,1981,3,30,NA,NA,NA
doylefrancis1972,Doyle,Francis Edward,Francis,NA,NA,NA,male,1922-06-17,1922,6,17,1984-03-13,1984,3,13,NA,https://en.wikipedia.org/wiki/Frank_Doyle_(politician),NA
drakefordarthur1934,Drakeford,Arthur Samuel,Arthur,NA,NA,NA,male,1878-04-26,1878,4,26,1957-06-09,1957,6,9,NA,NA,NA
drapertrish1996,Draper,Patricia,Patricia,Trish,NA,NA,female,1959-04-02,1959,4,2,NA,NA,NA,NA,NA,NA,NA
dreyfusmark2007,Dreyfus,Mark Alfred,Mark,NA,NA,NA,male,1956-10-03,1956,10,3,NA,NA,NA,NA,NA,NA,NA
drumdamian2016,Drum,Damian Kevin,Kevin,NA,NA,NA,male,1960-07-28,1960,7,28,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Damian_Drum,NA
drummonddavid1949,Drummond,David Henry,David,NA,NA,NA,male,1890-02-11,1890,2,11,1965-06-13,1965,6,13,NA,NA,NA
drummondpeter1972,Drummond,Peter Hertford,Peter,NA,NA,NA,male,1931-08-21,1931,8,21,2013-12-10,2013,12,10,NA,NA,NA
druryedward1949,Drury,Edward Nigel,Edward,NA,NA,NA,male,1911-05-15,1911,5,15,1984-05-17,1984,5,17,NA,NA,NA
duboisstephen1984,Dubois,Stephen Cairfield,Stephen,NA,NA,NA,male,1940-02-01,1940,2,1,NA,NA,NA,NA,NA,NA,NA
duffymichael1980,Duffy,Michael John,Michael,NA,NA,NA,male,1938-03-02,1938,3,2,NA,NA,NA,NA,NA,NA,NA
duncanpeter1984,Duncan,Peter,Peter,NA,NA,NA,male,1945-01-01,1945,1,1,NA,NA,NA,NA,NA,NA,NA
duncanhughesjohn1922,Duncan-Hughes,John Grant,John,NA,NA,NA,male,1882-09-01,1882,9,1,1962-08-13,1962,8,13,NA,NA,NA
duthiegilbert1946,Duthie,Gilbert William Arthur,Gilbert,NA,NA,NA,male,1912-05-21,1912,5,21,1998-06-13,1998,6,13,NA,NA,NA
duttonpeter2001,Dutton,Peter Craig,Peter,NA,NA,NA,male,1970-11-18,1970,11,18,NA,NA,NA,NA,NA,NA,NA
eassonmary1993,Easson,Mary Louise,Mary,NA,NA,NA,female,1955-06-16,1955,6,16,NA,NA,NA,NA,NA,NA,NA
edmondswilliam1946,Edmonds,William Frederick,William,NA,NA,NA,male,1903-10-23,1903,10,23,1968-11-24,1968,11,24,NA,NA,NA
edwardsgeorge1901,Edwards,George Bertrand,George,NA,NA,NA,male,1855-01-30,1855,1,30,1911-02-04,1911,2,4,NA,NA,NA
edwardsgraham1998,Edwards,Graham John,Graham,NA,NA,NA,male,1946-07-18,1946,7,18,NA,NA,NA,NA,NA,NA,NA
edwardsharold1972,Edwards,Harold Raymond,Harold,Harold,NA,NA,male,1927-01-10,1927,1,10,2012-06-26,2012,6,26,NA,NA,NA
edwardsrichard1901,Edwards,Richard,Richard,NA,NA,NA,male,NA,1842,NA,NA,1915-10-29,1915,10,29,NA,NA,NA
edwardsronald1983,Edwards,Ronald Frederick,Ronald,NA,NA,NA,male,1945-07-02,1945,7,2,NA,NA,NA,NA,NA,NA,NA
egginseldred1949,Eggins,Eldred James,Eldred,NA,NA,NA,male,NA,1898,NA,NA,1952-01-28,1952,1,28,NA,NA,NA
einfeldsydney1961,Einfeld,Sydney David,Sydney,NA,NA,NA,male,1909-06-17,1909,6,17,1995-06-16,1995,6,16,NA,NA,NA
eldridgejohn1929,Eldridge,John Chambers,John,NA,NA,NA,male,NA,1872,NA,NA,1954-04-17,1954,4,17,NA,NA,NA
ellicottbob1974,Ellicott,Robert James,Robert,Bob,NA,NA,male,1927-04-15,1927,4,15,NA,NA,NA,NA,NA,NA,NA
elliotjustine2004,Elliot,Maria Justine,Maria,Justine,NA,NA,female,1967-07-29,1967,7,29,NA,NA,NA,NA,NA,NA,NA
elliottrobert1990,Elliott,Robert Paul,Robert,NA,NA,NA,male,1954-09-24,1954,9,24,NA,NA,NA,NA,NA,NA,NA
ellisannette1996,Ellis,Annette Louise,Annette,NA,NA,NA,female,1946-10-13,1946,10,13,NA,NA,NA,NA,NA,NA,NA
elliskate2004,Ellis,Katherine Margaret,Katherine,Kate,NA,NA,female,1977-09-22,1977,9,22,NA,NA,NA,NA,NA,NA,NA
elsonkay1996,Elson,Kay Selma,Kay,NA,NA,NA,female,1947-01-25,1947,1,25,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Kay_Elson,NA
emersoncraig1998,Emerson,Craig Anthony,Craig,NA,NA,NA,male,1954-11-15,1954,11,15,NA,NA,NA,NA,NA,NA,NA
enderbykep1970,Enderby,Keppel Earl,Keppel,Kep,NA,NA,male,1926-06-25,1926,6,25,2015-01-07,2015,1,7,NA,NA,NA
englandjohn1960,England,John Armstrong,John,NA,NA,NA,male,1911-10-12,1911,10,12,1985-06-18,1985,6,18,NA,NA,NA
entschwarren1996,Entsch,Warren George,Warren,NA,NA,NA,male,1950-05-31,1950,5,31,NA,NA,NA,NA,NA,NA,NA
erwindudley1955,Erwin,George Dudley,George,Dudley,NA,NA,male,1917-08-20,1917,8,20,1984-10-29,1984,10,29,NA,NA,NA
evansgareth1996,Evans,Gareth John,Gareth,NA,NA,NA,male,1944-09-05,1944,9,5,NA,NA,NA,NA,NA,NA,NA
evansmartyn1994,Evans,Martyn John,Martyn,NA,NA,NA,male,1953-11-27,1953,11,27,NA,NA,NA,NA,NA,NA,NA
evansrichard1993,Evans,Richard David Conroy,Richard,NA,NA,NA,male,1953-09-07,1953,9,7,NA,NA,NA,NA,NA,NA,NA
evanstrevor2016,Evans,Trevor Mark,Trevor,NA,NA,NA,male,1981-08-28,1981,8,28,NA,NA,NA,NA,NA,NA,NA
evattherbert1940,Evatt,Herbert Vere,Herbert,Herbert,NA,NA,male,1894-04-30,1894,4,30,1965-11-02,1965,11,2,NA,NA,NA
everinghamdouglas1967,Everingham,Douglas Nixon,Douglas,NA,NA,Dr,male,1923-06-25,1923,6,25,2017-08-24,2017,8,24,NA,https://en.wikipedia.org/wiki/Doug_Everingham,NA
everinghampaul1984,Everingham,Paul Anthony Edward,Paul,NA,NA,NA,male,1943-02-04,1943,2,4,NA,NA,NA,NA,NA,NA,NA
ewertkeith1952,Ewert,Keith Walter Wilson,Keith,NA,NA,NA,male,1918-04-12,1918,4,12,1989-12-02,1989,12,2,NA,NA,NA
ewingthomas1901,Ewing,Thomas Thomson,Thomas,NA,Later Sir Thomas,NA,male,1856-10-09,1856,10,9,1920-09-15,1920,9,15,NA,NA,NA
faddenarthur1936,Fadden,Arthur William,Arthur,Arthur,Later Sir Arthur,NA,male,1894-04-13,1894,4,13,1973-04-21,1973,4,21,NA,NA,NA
faheyjohn1996,Fahey,John Joseph,John,NA,NA,NA,male,1945-01-10,1945,1,10,NA,NA,NA,NA,NA,NA,NA
faileslaurence1949,Failes,Laurence John,Laurence,NA,NA,NA,male,1899-10-16,1899,10,16,1976-07-07,1976,7,7,NA,NA,NA
fairbairndavid1949,Fairbairn,David Eric,David,NA,NA,NA,male,1917-03-03,1917,3,3,1994-06-01,1994,6,1,NA,NA,NA
fairbairngeorge1906,Fairbairn,George,George,NA,NA,NA,male,1855-03-23,1855,3,23,1943-10-23,1943,10,23,NA,NA,NA
fairbairnjames1933,Fairbairn,James Valentine,James,NA,NA,NA,male,1897-07-28,1897,7,28,1940-08-13,1940,8,13,NA,NA,NA
fairhallallen1949,Fairhall,Allen,Allen,NA,NA,NA,male,1909-11-24,1909,11,24,2006-11-03,2006,11,3,NA,NA,NA
falconerpeter1975,Falconer,Peter David,Peter,NA,NA,NA,male,1943-09-23,1943,9,23,NA,NA,NA,NA,NA,NA,NA
falinskijason2016,Falinski,Jason George,Jason,NA,NA,NA,male,1970-08-24,1970,8,24,NA,NA,NA,NA,NA,NA,NA
falkindercharles1946,Falkinder,Charles William Jackson,Charles,NA,NA,NA,male,1921-08-29,1921,8,29,1993-07-11,1993,7,11,NA,NA,NA
falkinerfranc1913,Falkiner,Franc Brereton Sadleir,Franc,NA,NA,NA,male,NA,1867,NA,NA,1929-10-30,1929,10,30,NA,https://en.wikipedia.org/wiki/Franc_Falkiner,NA
falsteinmax1940,Falstein,Sydney Max,Sydney,Max,NA,NA,male,1914-05-30,1914,5,30,1967-05-18,1967,5,18,NA,https://en.wikipedia.org/wiki/Max_Falstein,NA
farmerpatrick2001,Farmer,Patrick Francis,Patrick,NA,NA,NA,male,1962-03-14,1962,3,14,NA,NA,NA,NA,NA,NA,NA
fatinwendy1983,Fatin,Wendy Frances,Wendy,NA,NA,NA,female,1941-04-10,1941,4,10,NA,NA,NA,NA,NA,NA,NA
fawcettdavid2004,Fawcett,David Julian,David,NA,NA,NA,male,1963-10-23,1963,10,23,NA,NA,NA,NA,NA,NA,NA
feeneydavid2013,Feeney,David Ian,David,NA,NA,NA,male,1970-03-05,1970,3,5,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/David_Feeney,NA
fentonjames1910,Fenton,James Edward,James,NA,NA,NA,male,NA,1864,NA,NA,1950-12-03,1950,12,3,NA,NA,NA
fergusonlaurie1990,Ferguson,Laurie Donald Thomas,Laurie,NA,NA,NA,male,1952-07-07,1952,7,7,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Laurie_Ferguson,NA
fergusonmartin1996,Ferguson,Martin John,Martin,NA,NA,NA,male,1953-12-12,1953,12,12,NA,NA,NA,NA,NA,NA,NA
fergusonmichael2004,Ferguson,Michael Darrel,Michael,NA,NA,NA,male,1974-03-23,1974,3,23,NA,NA,NA,NA,NA,NA,NA
fifewal1975,Fife,Wallace Clyde,Wallace,Wal,NA,NA,male,1929-10-02,1929,10,2,NA,NA,NA,NA,NA,NA,NA
filingpaul1990,Filing,Paul Anthony,Paul,NA,NA,NA,male,1955-12-20,1955,12,20,NA,NA,NA,NA,NA,NA,NA
finlaysonwilliam1910,Finlayson,William Fyfe,William,NA,NA,NA,male,NA,1867,NA,NA,1955-01-15,1955,1,15,NA,NA,NA
fischertimothy1984,Fischer,Timothy Andrew,Timothy,NA,NA,NA,male,1946-05-03,1946,5,3,NA,NA,NA,NA,NA,NA,NA
fisherandrew1901,Fisher,Andrew,Andrew,NA,NA,NA,male,1862-08-29,1862,8,29,1928-10-22,1928,10,22,NA,NA,NA
